"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2009-07-23 16:00:00",19041,4.808,187.4,37.87,9.6,4.675,493.5,39.05
"2009-07-23 16:05:00",19042,3.744,297.9,98.4,5.495,4.581,447.2,39.57
"2009-07-23 16:10:00",19043,4.257,355.7,22.42,8.27,4.269,489.3,42.69
"2009-07-23 16:15:00",19044,2.106,41.96,43.97,4.795,5.197,456.2,41.39
"2009-07-23 16:20:00",19045,2.757,316.4,29.45,5.602,5.292,420.4,37.83
"2009-07-23 16:25:00",19046,2.908,128.6,43.58,5.201,5.071,397.9,35.98
"2009-07-23 16:30:00",19047,6.186,202.6,24.58,8.69,5.154,380.9,36.1
"2009-07-23 16:35:00",19048,8.23,185.4,7.266,9.87,5.112,385.6,35.97
"2009-07-23 16:40:00",19049,7.102,180.7,8.02,8.93,5.039,328.8,36.85
"2009-07-23 16:45:00",19050,6.623,206.8,33.14,8.38,4.824,299.3,36.91
"2009-07-23 16:50:00",19051,5.737,189.5,29.04,7.732,4.844,332.5,37.16
"2009-07-23 16:55:00",19052,4.415,174.4,25.27,5.926,4.752,410.2,37.93
"2009-07-23 17:00:00",19053,1.497,160.2,49.43,2.117,4.924,365.1,37.75
"2009-07-23 17:05:00",19054,3.919,181.3,58.2,6.664,4.946,301.1,35.67
"2009-07-23 17:10:00",19055,5.282,166.9,22.88,8.11,4.821,252,35.76
"2009-07-23 17:15:00",19056,3.801,204.2,14,5.684,4.578,201.9,37.22
"2009-07-23 17:20:00",19057,3.325,176.7,37.5,6.599,4.337,208.7,37.96
"2009-07-23 17:25:00",19058,2.359,116.1,33.16,4.309,4.3,177.9,39.14
"2009-07-23 17:30:00",19059,4.073,167.7,80.7,6.184,4.218,157.5,39.11
"2009-07-23 17:35:00",19060,3.096,253.9,66.93,5.57,3.79,146,40.8
"2009-07-23 17:40:00",19061,3.906,321.7,47.84,5.56,3.605,145.3,41.31
"2009-07-23 17:45:00",19062,2.573,314,53.74,3.508,3.667,137.7,43.52
"2009-07-23 17:50:00",19063,1.952,252.2,61.55,3.018,3.802,139.6,42.83
"2009-07-23 17:55:00",19064,1.268,50.21,93.8,2.473,4.073,130.1,42.34
"2009-07-23 18:00:00",19065,1.405,292.4,83.4,2.731,4.28,113.5,40.52
"2009-07-23 18:05:00",19066,2.473,302.5,37.22,4.809,3.834,110.8,41.83
"2009-07-23 18:10:00",19067,0.636,284.3,63.27,1.826,3.891,125.8,41.88
"2009-07-23 18:15:00",19068,1.752,213,55.28,2.604,4.166,130.1,41.37
"2009-07-23 18:20:00",19069,2.329,280,29.35,3.113,3.601,123.3,42.94
"2009-07-23 18:25:00",19070,1.037,193.4,39.66,2.473,3.785,110.3,41.26
"2009-07-23 18:30:00",19071,1.507,238.4,48.35,2.479,3.831,92.5,40.31
"2009-07-23 18:35:00",19072,1.003,142.7,72.59,1.663,3.7,85.1,40.8
"2009-07-23 18:40:00",19073,0.584,210.2,100.5,1.163,3.742,92.6,41.02
"2009-07-23 18:45:00",19074,1.442,156.6,24.73,2.388,4.11,111.5,40.18
"2009-07-23 18:50:00",19075,2.107,164.7,25.58,3.195,4.25,144.5,38.44
"2009-07-23 18:55:00",19076,2.742,208.2,35.73,5.524,4.257,146.5,40.66
"2009-07-23 19:00:00",19077,3.235,234.2,59.45,5.227,3.863,138.6,43.2
"2009-07-23 19:05:00",19078,3.153,196.2,19.67,5.018,3.752,121.6,43.24
"2009-07-23 19:10:00",19079,3.204,202.8,22.05,5.08,3.762,100.7,42.09
"2009-07-23 19:15:00",19080,3.184,196.5,18.21,4.73,3.757,112.8,42.91
"2009-07-23 19:20:00",19081,5.735,189.4,14.48,7.683,3.637,140.1,42.37
"2009-07-23 19:25:00",19082,6.144,190.2,19.34,9.85,3.513,116.3,44.53
"2009-07-23 19:30:00",19083,2.837,251.7,45.23,5.282,3.272,121.5,44.42
"2009-07-23 19:35:00",19084,2.013,12.08,98.8,4.635,3.41,105.3,44.95
"2009-07-23 19:40:00",19085,3.402,176.9,61.46,6.194,3.234,92.3,43.87
"2009-07-23 19:45:00",19086,2.234,57.9,23.04,4.139,3.23,76.98,43.61
"2009-07-23 19:50:00",19087,3.529,101.1,26.1,4.946,3.303,65.13,44.47
"2009-07-23 19:55:00",19088,1.893,60.34,38.95,3.544,3.549,104.6,44.91
"2009-07-23 20:00:00",19089,2.458,61.3,17.28,3.26,3.53,91,43.7
"2009-07-23 20:05:00",19090,2.972,102.3,26.61,4.279,3.584,188.7,43.59
"2009-07-23 20:10:00",19091,2.988,81.7,34.8,4.564,3.627,146.4,42.42
"2009-07-23 20:15:00",19092,1.403,114.2,15.27,2.345,3.873,50.62,41.81
"2009-07-23 20:20:00",19093,1.937,122.7,92.5,6.285,3.724,85.5,42.3
"2009-07-23 20:25:00",19094,4.609,180.8,19.74,6.671,3.533,56.11,42.31
"2009-07-23 20:30:00",19095,3.759,217.4,35.28,5.936,3.385,95.3,41.68
"2009-07-23 20:35:00",19096,2.469,151.2,21.66,3.178,3.359,78.51,42.29
"2009-07-23 20:40:00",19097,2.591,202.3,27.73,4.077,3.696,77.71,41.46
"2009-07-23 20:45:00",19098,4.243,219.4,21.67,7.164,3.328,52.4,42.36
"2009-07-23 20:50:00",19099,5.04,210.7,17.56,6.514,3.263,38.67,42.78
"2009-07-23 20:55:00",19100,4.767,209.7,29.33,8.12,3.272,33.97,42.87
"2009-07-23 21:00:00",19101,4.024,162.8,16.01,5.834,3.207,39.87,42.25
"2009-07-23 21:05:00",19102,2.016,169.2,49.3,4.501,3.272,22.72,42.18
"2009-07-23 21:10:00",19103,2.794,189.1,18.16,5.74,3.339,10.72,42.91
"2009-07-23 21:15:00",19104,5.47,201.5,18.65,6.419,3.083,5.223,44.01
"2009-07-23 21:20:00",19105,3.805,217.6,21.21,4.57,2.756,10.17,45.5
"2009-07-23 21:25:00",19106,4.058,212.8,28.05,5.325,2.84,10.02,45.08
"2009-07-23 21:30:00",19107,5.943,208.9,19.7,7.098,2.665,5.801,45.76
"2009-07-23 21:35:00",19108,4.537,213,15.87,5.857,2.624,-1.256,46.02
"2009-07-23 21:40:00",19109,3.307,213.2,11.01,4.044,2.551,-7.533,46.03
"2009-07-23 21:45:00",19110,4.976,207.6,21.5,5.919,2.557,-11.88,45.27
"2009-07-23 21:50:00",19111,5.421,197.6,14.18,7.474,2.541,-17.98,45.62
"2009-07-23 21:55:00",19112,5.49,194.1,15.44,8.43,2.423,-21.6,45.56
"2009-07-23 22:00:00",19113,5.438,186.7,10.17,6.919,2.478,-28.5,45.76
"2009-07-23 22:05:00",19114,6.376,197.3,15.93,7.03,2.274,-43.09,46.83
"2009-07-23 22:10:00",19115,4.863,215.2,10.47,6.644,2.128,-63.98,46.62
"2009-07-23 22:15:00",19116,3.207,189.2,21.39,4.616,2.128,-61.95,46.4
"2009-07-23 22:20:00",19117,2.849,138.4,30.39,5.04,2.039,-61.4,46.56
"2009-07-23 22:25:00",19118,2.889,125,40,5.759,1.943,-57.68,46.93
"2009-07-23 22:30:00",19119,1.964,172.9,26.83,3.665,1.921,-63.01,46.27
"2009-07-23 22:35:00",19120,1.457,344.5,44.8,2.682,1.962,-61.18,47.12
"2009-07-23 22:40:00",19121,2.228,87.4,49.22,2.917,1.976,-58.97,46.42
"2009-07-23 22:45:00",19122,2.173,14,31.36,3.528,2.119,-65.63,45.19
"2009-07-23 22:50:00",19123,1.544,68.76,25.9,2.319,1.992,-64.38,47.67
"2009-07-23 22:55:00",19124,0.641,71.59,56.83,1.715,1.81,-68.22,45.32
"2009-07-23 23:00:00",19125,1.294,2.748,27.88,2.349,1.944,-69.2,45.43
"2009-07-23 23:05:00",19126,0.333,22.07,55.26,1.019,1.957,-68.55,45.52
"2009-07-23 23:10:00",19127,1.318,238.3,77.75,3.897,1.909,-72.19,44.65
"2009-07-23 23:15:00",19128,4.577,320.6,31.25,7.5,2.074,-69.1,44.04
"2009-07-23 23:20:00",19129,2.585,212.3,28.63,5.021,2.071,-75.23,43.22
"2009-07-23 23:25:00",19130,0.624,116.7,66.6,1.633,2.115,-75.76,43.17
"2009-07-23 23:30:00",19131,1.196,94.1,15.72,1.764,1.749,-72.65,47.48
"2009-07-23 23:35:00",19132,1.15,195.3,83.9,2.029,1.628,-73.38,46.47
"2009-07-23 23:40:00",19133,1.78,238.9,41.37,2.682,1.933,-80.5,42.66
"2009-07-23 23:45:00",19134,2.039,297.9,30.22,3.143,2.064,-76.64,42.9
"2009-07-23 23:50:00",19135,2.483,261.5,32.18,3.61,2.047,-77.02,43.12
"2009-07-23 23:55:00",19136,2.793,235.6,11.18,4.116,1.776,-79.93,44.39
"2009-07-24 00:00:00",19137,3.032,270.4,16.27,3.894,1.944,-71.59,43.95
"2009-07-24 00:05:00",19138,4.471,302.4,17.92,6.086,1.853,-61.42,44.87
"2009-07-24 00:10:00",19139,3.039,276.1,19.04,3.61,1.635,-64.03,47.08
"2009-07-24 00:15:00",19140,2.825,264.3,36.25,4.028,1.651,-70.29,46.2
"2009-07-24 00:20:00",19141,2.295,250.6,36.09,3.27,1.658,-72.4,46.03
"2009-07-24 00:25:00",19142,2.648,259.4,44.68,3.489,1.744,-77.85,44.64
"2009-07-24 00:30:00",19143,2.054,207,12.5,3.074,1.781,-78.2,44.22
"2009-07-24 00:35:00",19144,2.879,242.1,23.24,3.995,1.687,-79.15,45.07
"2009-07-24 00:40:00",19145,2.722,200.7,31.5,3.966,1.665,-78.8,46.15
"2009-07-24 00:45:00",19146,1.708,160.1,25.74,2.463,1.019,-72.92,54.76
"2009-07-24 00:50:00",19147,0.997,175.8,32.24,1.904,0.582,-73.55,57.39
"2009-07-24 00:55:00",19148,1.363,226.9,76.45,1.931,0.387,-70.56,58.02
"2009-07-24 01:00:00",19149,1.532,192,27.89,2.528,0.501,-74.48,58.04
"2009-07-24 01:05:00",19150,1.456,185.5,55.2,1.875,0.33,-72.42,58.93
"2009-07-24 01:10:00",19151,1.448,136.7,29.88,1.633,-0.213,-66.85,68.28
"2009-07-24 01:15:00",19152,3.071,112,22.62,5.073,-0.39,-49.26,68.58
"2009-07-24 01:20:00",19153,2.739,143.6,10.74,4.596,-0.27,-45.55,65.89
"2009-07-24 01:25:00",19154,2.083,109.1,23.06,2.751,-0.57,-53.18,74.24
"2009-07-24 01:30:00",19155,0.824,134,36.24,1.993,-0.8,-61.9,75.09
"2009-07-24 01:35:00",19156,1.372,168.8,34.33,1.934,-0.746,-70.12,66.52
"2009-07-24 01:40:00",19157,1.137,183.7,68.89,3.188,-0.347,-67.18,71.77
"2009-07-24 01:45:00",19158,4.237,81.2,8.39,4.893,-0.891,-57.64,76.18
"2009-07-24 01:50:00",19159,3.231,126.9,26.53,4.087,-1.025,-63.14,77.77
"2009-07-24 01:55:00",19160,1.901,106.4,43.07,2.548,-1.017,-69.15,75.05
"2009-07-24 02:00:00",19161,2.283,97.2,19.04,3.59,-0.761,-66.13,73.59
"2009-07-24 02:05:00",19162,2.976,98.1,19.39,3.672,-1.204,-64.75,82.1
"2009-07-24 02:10:00",19163,2.673,140.9,19.44,3.943,-1.519,-62.01,83.2
"2009-07-24 02:15:00",19164,1.169,155.9,67.52,2.117,-1.382,-55.31,80.7
"2009-07-24 02:20:00",19165,1.614,267,41.81,2.669,-0.829,-49.5,71.92
"2009-07-24 02:25:00",19166,1.471,20.17,73.54,2.62,-0.588,-45.11,72.73
"2009-07-24 02:30:00",19167,2.107,142.2,52.71,3.097,-0.961,-43.75,78.19
"2009-07-24 02:35:00",19168,1.462,324.2,36.29,1.993,-1.275,-46.79,82.4
"2009-07-24 02:40:00",19169,2.383,73.64,30.5,3.623,-1.18,-48.17,77.97
"2009-07-24 02:45:00",19170,2.477,212.1,23.46,3.548,-0.858,-60.96,73.09
"2009-07-24 02:50:00",19171,1.101,260.8,37.57,2.355,-0.221,-58.6,63.55
"2009-07-24 02:55:00",19172,0.631,132.6,50.36,2.084,0.012,-59.93,61.35
"2009-07-24 03:00:00",19173,1.396,235.4,19.36,2.884,0.082,-60.76,58.68
"2009-07-24 03:05:00",19174,0.89,135.7,18.76,1.921,0.145,-58.78,61.34
"2009-07-24 03:10:00",19175,2.01,167.5,6.68,2.545,-0.228,-59.91,61.33
"2009-07-24 03:15:00",19176,0.721,112.8,29.47,1.287,-0.143,-57.49,61.73
"2009-07-24 03:20:00",19177,1.783,166.4,43.74,2.306,-0.156,-57.24,63.43
"2009-07-24 03:25:00",19178,1.414,101.4,32.44,2.486,-0.155,-57.74,65.05
"2009-07-24 03:30:00",19179,1.964,151.1,16.67,2.303,-0.437,-61.61,66.45
"2009-07-24 03:35:00",19180,3.528,137.5,14.43,4.701,-0.3,-59.58,64.92
"2009-07-24 03:40:00",19181,3.788,175.1,8.48,4.936,-0.446,-69.61,67.97
"2009-07-24 03:45:00",19182,3.169,198.9,8.17,3.77,-0.594,-72.82,66.95
"2009-07-24 03:50:00",19183,2.169,121.5,57.05,3.747,-0.785,-67.49,73.05
"2009-07-24 03:55:00",19184,1.454,147,26.81,2.274,-1.209,-70.28,81.1
"2009-07-24 04:00:00",19185,3.304,190.5,19.51,5.06,-0.916,-76.29,65.14
"2009-07-24 04:05:00",19186,3.285,194.3,14.37,4.074,-0.194,-70.03,60.35
"2009-07-24 04:10:00",19187,5.3,184.3,6.1,6.122,-0.072,-73.55,59.6
"2009-07-24 04:15:00",19188,6.957,178.9,5.116,7.686,-0.033,-74.58,58.13
"2009-07-24 04:20:00",19189,6.338,185.4,3.852,7.317,0.091,-71.57,57.94
"2009-07-24 04:25:00",19190,6.526,181.9,7.981,7.043,-0.14,-67.42,59.29
"2009-07-24 04:30:00",19191,5.4,197.2,9.33,6.742,-0.107,-66.19,59.33
"2009-07-24 04:35:00",19192,4.566,215.2,8.8,5.439,-0.09,-70.56,59.27
"2009-07-24 04:40:00",19193,4.151,215.2,4.829,4.746,-0.225,-69.38,60.34
"2009-07-24 04:45:00",19194,2.34,228.8,11.39,2.871,-0.14,-66.46,56.96
"2009-07-24 04:50:00",19195,1.533,214.7,17.16,1.862,0.137,-63.17,54.76
"2009-07-24 04:55:00",19196,1.225,155.7,21.88,1.532,-0.257,-63.22,62.07
"2009-07-24 05:00:00",19197,0.895,148.7,11.99,1.31,-0.692,-62.12,64.39
"2009-07-24 05:05:00",19198,2.039,201.5,14.42,2.584,-0.634,-64.15,60.66
"2009-07-24 05:10:00",19199,2.299,218,20.15,2.737,-0.015,-65.69,52.51
"2009-07-24 05:15:00",19200,1.981,219.4,12.08,2.427,0.704,-61.16,49.16
"2009-07-24 05:20:00",19201,1.178,252.3,45.82,2.375,0.32,-58.75,54.35
"2009-07-24 05:25:00",19202,0.434,281.6,52.9,0.777,-0.31,-58.1,63.78
"2009-07-24 05:30:00",19203,0.948,338.8,28.37,1.986,-0.809,-60.61,68.43
"2009-07-24 05:35:00",19204,0.852,121.6,34.8,1.444,-0.936,-61.44,70.85
"2009-07-24 05:40:00",19205,1.034,125,30.77,1.356,-1.147,-64.71,72.24
"2009-07-24 05:45:00",19206,0.755,84.8,24.88,1.561,-1.113,-62.29,70.97
"2009-07-24 05:50:00",19207,1.26,151.5,13.67,1.614,-1.298,-62.57,73.91
"2009-07-24 05:55:00",19208,0.999,138.4,25.92,1.728,-1.368,-62.42,73.72
"2009-07-24 06:00:00",19209,2.904,102.3,9.27,3.505,-1.726,-58.05,80.9
"2009-07-24 06:05:00",19210,3.618,119,15.74,4.136,-2.162,-55.78,85.2
"2009-07-24 06:10:00",19211,2.339,150.4,21.87,3.646,-2.351,-58.78,86.6
"2009-07-24 06:15:00",19212,1.119,144.4,64.8,1.63,-2.227,-58.3,83.2
"2009-07-24 06:20:00",19213,3.229,82.8,16.96,4.606,-2.589,-46.94,89.8
"2009-07-24 06:25:00",19214,3.669,98.5,12,4.515,-2.997,-27.69,92.8
"2009-07-24 06:30:00",19215,3.794,104.2,11.27,4.629,-3.032,-47.5,93.8
"2009-07-24 06:35:00",19216,3.632,135.8,26.93,4.348,-2.977,-48.38,93.9
"2009-07-24 06:40:00",19217,1.487,170.4,25.74,2.61,-2.939,-50.04,93.4
"2009-07-24 06:45:00",19218,2.452,119.4,12.69,2.888,-2.682,-52.36,91.3
"2009-07-24 06:50:00",19219,1.438,202.4,35.52,2.038,-2.33,-55.28,86
"2009-07-24 06:55:00",19220,0.909,340.7,38.39,1.627,-1.531,-51.78,78.92
"2009-07-24 07:00:00",19221,0.379,197.8,75.86,0.598,-1.014,-30.99,77.7
"2009-07-24 07:05:00",19222,0.518,176.3,21.24,0.719,-0.78,-6.762,78.07
"2009-07-24 07:10:00",19223,0.75,167.8,25.12,1.078,-0.172,-4.424,73.97
"2009-07-24 07:15:00",19224,2.254,105.3,13.38,2.924,-0.454,-1.81,73.07
"2009-07-24 07:20:00",19225,3.222,118.6,8.62,3.819,-1.02,25.39,76.33
"2009-07-24 07:25:00",19226,4.121,119.1,6.031,4.626,-0.674,42.43,72.95
"2009-07-24 07:30:00",19227,2.557,157.5,28.09,3.319,-0.672,58.73,72.66
"2009-07-24 07:35:00",19228,2.183,190.5,4.538,2.558,-0.081,72.83,67
"2009-07-24 07:40:00",19229,2.79,106.7,26.73,4.828,0.262,75.69,66.28
"2009-07-24 07:45:00",19230,2.526,85.4,9.98,3.1,-0.75,89.3,78.8
"2009-07-24 07:50:00",19231,1.146,68.44,19.58,1.542,-1.177,121,80.9
"2009-07-24 07:55:00",19232,0.7,127.5,44.23,1.705,-0.602,121.9,75.57
"2009-07-24 08:00:00",19233,0.766,222.3,51.28,1.414,0.061,32.19,66.84
"2009-07-24 08:05:00",19234,1.872,74.16,14.95,2.695,-0.392,38.32,75.15
"2009-07-24 08:10:00",19235,0.729,91.5,29.87,1.565,-0.974,69.58,79.08
"2009-07-24 08:15:00",19236,1.94,70.75,53.54,3.257,-1.081,59.07,81.8
"2009-07-24 08:20:00",19237,1.642,94.8,31.78,3.123,-1.855,60.6,88.9
"2009-07-24 08:25:00",19238,2.482,148.8,24.85,3.195,-1.849,78.62,89.2
"2009-07-24 08:30:00",19239,4.482,151.9,7.037,5.096,-0.014,98,61.51
"2009-07-24 08:35:00",19240,4.245,154.3,7.017,4.965,1.096,130,53.22
"2009-07-24 08:40:00",19241,3.426,136.1,14.2,4.204,1.278,162,62.09
"2009-07-24 08:45:00",19242,4.123,140.7,7.373,4.786,1.113,92.7,56.01
"2009-07-24 08:50:00",19243,4.943,142.2,4.673,5.22,1.446,74.97,51.78
"2009-07-24 08:55:00",19244,4.179,136.1,12.1,4.923,1.382,74.32,51.57
"2009-07-24 09:00:00",19245,4.859,130.5,10.65,5.651,1.443,70.52,50.11
"2009-07-24 09:05:00",19246,4.846,141.6,10.37,6.03,1.526,91.6,50.76
"2009-07-24 09:10:00",19247,4.475,144.7,11.59,5.05,1.545,134,50.68
"2009-07-24 09:15:00",19248,2.97,154.9,13.03,5.148,1.662,118.8,50.22
"2009-07-24 09:20:00",19249,1.856,86.9,36.74,2.306,1.537,200.5,61.06
"2009-07-24 09:25:00",19250,2.28,104.2,31.84,3.943,0.69,237.8,67.93
"2009-07-24 09:30:00",19251,2.756,138,18.26,3.753,1.415,153.9,59.05
"2009-07-24 09:35:00",19252,2.877,177.5,15.58,3.407,2.135,201,56.03
"2009-07-24 09:40:00",19253,1.368,85.2,66.32,3.26,1.891,127.5,62.56
"2009-07-24 09:45:00",19254,2.451,65.78,16.31,4.145,0.242,111.4,74.44
"2009-07-24 09:50:00",19255,1.568,114.5,29.8,3.028,-0.563,106,80.2
"2009-07-24 09:55:00",19256,1.813,127,37.3,2.414,-0.339,109,78.41
"2009-07-24 10:00:00",19257,2.089,134.5,67.91,4.315,0.03,119.7,77.14
"2009-07-24 10:05:00",19258,3.05,95.3,14.69,4.172,-0.586,116.6,81.5
"2009-07-24 10:10:00",19259,1.524,97.6,31.93,2.486,-0.624,156.8,81.6
"2009-07-24 10:15:00",19260,1.487,133.9,49.02,2.783,0.078,208.7,75.53
"2009-07-24 10:20:00",19261,2.438,104.3,24.48,3.835,0.239,188.6,74.43
"2009-07-24 10:25:00",19262,2.476,80.4,26.44,3.149,0.346,177,74.35
"2009-07-24 10:30:00",19263,2.295,72.84,19.83,3.737,0.464,207.4,75.85
"2009-07-24 10:35:00",19264,3.392,91.6,12.1,4.335,0.19,216.5,80
"2009-07-24 10:40:00",19265,2.853,87.6,6.795,4.113,-0.107,224.8,79.96
"2009-07-24 10:45:00",19266,2.833,79.45,19.49,3.548,-0.154,176.4,80.1
"2009-07-24 10:50:00",19267,2.143,102.4,21.98,3.339,0.004,177.6,77.29
"2009-07-24 10:55:00",19268,0.973,114.8,39.28,1.774,0.668,181.8,73.1
"2009-07-24 11:00:00",19269,2.781,90.2,23.22,3.668,1.203,175.4,69.77
"2009-07-24 11:05:00",19270,2.971,103,25.77,3.587,1.06,218.7,73.13
"2009-07-24 11:10:00",19271,3.516,97.9,7.597,4.462,0.732,191.7,76.95
"2009-07-24 11:15:00",19272,4.357,99.3,7.881,4.858,0.751,138.7,76.49
"2009-07-24 11:20:00",19273,4.077,107.3,9.64,4.296,0.724,124,75.3
"2009-07-24 11:25:00",19274,3.875,126.9,16.02,4.462,1.238,125.9,69.4
"2009-07-24 11:30:00",19275,4.186,142.5,11.58,5.027,1.266,149.8,69.7
"2009-07-24 11:35:00",19276,4.231,149.8,8.11,5.217,1.152,178.3,71.2
"2009-07-24 11:40:00",19277,3.392,148.7,8.73,3.695,1.15,212.2,72.44
"2009-07-24 11:45:00",19278,3.807,139.1,8.91,4.822,1.377,227.8,72.74
"2009-07-24 11:50:00",19279,5.123,123.5,8.83,5.697,1.064,195,76.09
"2009-07-24 11:55:00",19280,4.849,122,8.77,6.615,0.597,257.5,77.15
"2009-07-24 12:00:00",19281,5.019,111.3,7.521,5.606,0.39,202.5,79.99
"2009-07-24 12:05:00",19282,4.169,116.6,10.33,5.789,0.609,207.7,78.32
"2009-07-24 12:10:00",19283,2.24,152.8,26.51,3.58,0.861,230.4,71.95
"2009-07-24 12:15:00",19284,4.664,150.5,9.69,5.887,1.283,314.5,73.74
"2009-07-24 12:20:00",19285,3.971,114.1,27.42,5.4,1.423,291.8,73.78
"2009-07-24 12:25:00",19286,5.229,105.2,15.49,6.243,1.266,253.7,77.15
"2009-07-24 12:30:00",19287,4.553,125.1,17.1,5.795,1.161,259.8,75.57
"2009-07-24 12:35:00",19288,2.517,125.3,20.97,3.433,1.487,300,73.27
"2009-07-24 12:40:00",19289,4.471,97,13.52,5.299,1.487,320.2,76.09
"2009-07-24 12:45:00",19290,3.962,117.8,22.2,4.802,1.796,320.6,73.42
"2009-07-24 12:50:00",19291,4.231,131.4,18.33,5.132,2.042,300.3,68.76
"2009-07-24 12:55:00",19292,4.847,146.4,9.18,5.557,2.192,270.9,68.74
"2009-07-24 13:00:00",19293,5.095,136.9,12.21,5.677,2.114,261.8,68.64
"2009-07-24 13:05:00",19294,5.131,147.3,10.12,6.488,2.237,300,67.68
"2009-07-24 13:10:00",19295,4.95,145.4,10.1,5.263,2.143,372,67.96
"2009-07-24 13:15:00",19296,5.189,147,9.02,5.622,2.315,351,65.05
"2009-07-24 13:20:00",19297,5.49,153.3,3.849,6.484,2.74,436,64.67
"2009-07-24 13:25:00",19298,5.678,143,6.401,6.233,2.684,422.5,66.65
"2009-07-24 13:30:00",19299,6.215,140.4,7.247,7.089,2.167,443.4,70.06
"2009-07-24 13:35:00",19300,6.155,126.7,9.84,7.21,1.831,473,73.33
"2009-07-24 13:40:00",19301,6.433,129.6,6.094,6.906,2.178,566.5,72.16
"2009-07-24 13:45:00",19302,6.531,123,8.64,7.533,2.552,457.6,68.55
"2009-07-24 13:50:00",19303,6.767,119.4,6.284,7.49,2.407,343.2,68.14
"2009-07-24 13:55:00",19304,6.04,124.5,11.85,7.242,2.458,396.4,66.39
"2009-07-24 14:00:00",19305,6.452,111.8,15.42,7.278,2.948,624.3,64.74
"2009-07-24 14:05:00",19306,6.191,116.7,8.19,7.451,2.731,436.8,66.59
"2009-07-24 14:10:00",19307,6.406,113.1,13.03,7.582,2.86,660.9,67.44
"2009-07-24 14:15:00",19308,7.059,103.9,12.52,7.778,3.064,689.6,64.29
"2009-07-24 14:20:00",19309,7.669,113.1,11.53,8.38,3.428,623.4,65.21
"2009-07-24 14:25:00",19310,7.314,108.5,10.25,8.36,3.247,548.1,63.1
"2009-07-24 14:30:00",19311,7.7,110.9,6.604,7.997,3.451,580,63.8
"2009-07-24 14:35:00",19312,7.533,92.7,13.95,9.44,2.953,377.2,65.74
"2009-07-24 14:40:00",19313,8.55,110.4,9.74,9.52,2.69,508.8,66.77
"2009-07-24 14:45:00",19314,6.553,113.2,9.42,7.494,2.973,287.2,66.42
"2009-07-24 14:50:00",19315,6.233,116.6,9.35,7.477,2.87,293.6,64.88
"2009-07-24 14:55:00",19316,6.091,103.9,4.886,6.824,2.558,516,67.27
"2009-07-24 15:00:00",19317,5.54,112.2,13.73,6.288,2.796,213.9,65.37
"2009-07-24 15:05:00",19318,5.766,115.6,5.651,7.588,2.591,292.5,65.52
"2009-07-24 15:10:00",19319,6.24,112.4,9.83,6.987,2.744,590.7,65.41
"2009-07-24 15:15:00",19320,5.758,111.3,18.01,7.402,3.122,575.4,64.16
"2009-07-24 15:20:00",19321,6.44,114.2,12.45,7.347,3.24,563.7,62.79
"2009-07-24 15:25:00",19322,4.993,97.4,6.834,5.998,3.018,562.9,62.42
"2009-07-24 15:30:00",19323,5.618,115.4,11.47,6.517,3.398,538,63.56
"2009-07-24 15:35:00",19324,5.807,108,18.65,7.34,3.398,542.2,62.81
"2009-07-24 15:40:00",19325,6.327,97.4,9.76,7.804,3.275,263.5,63.85
"2009-07-24 15:45:00",19326,6.164,104.6,11.78,7.02,2.924,237.1,64.44
"2009-07-24 15:50:00",19327,5.945,105.1,11.14,7.203,2.856,309.3,64.98
"2009-07-24 15:55:00",19328,6.249,100.4,7.537,7.033,3.116,464.6,63.85
"2009-07-24 16:00:00",19329,5.495,98.2,9.71,6.769,3.183,522.2,63.75
"2009-07-24 16:05:00",19330,6.124,102.7,10.94,8.63,3.29,502.8,63.61
"2009-07-24 16:10:00",19331,5.751,93.9,19.77,8.53,3.139,493.1,62.9
"2009-07-24 16:15:00",19332,4.696,114,29.98,8.33,3.373,395,59.91
"2009-07-24 16:20:00",19333,4.065,119.6,79.15,6.138,3.788,316.3,57.85
"2009-07-24 16:25:00",19334,2.498,63.62,31.22,3.917,3.783,448.3,58.22
"2009-07-24 16:30:00",19335,1.307,211.6,83.6,2.071,4.162,353.9,52.31
"2009-07-24 16:35:00",19336,2.132,180.7,84.5,2.953,4.497,440.9,48.4
"2009-07-24 16:40:00",19337,2.863,59.42,25.69,4.495,4.796,487.8,51.32
"2009-07-24 16:45:00",19338,3.348,55.28,28.77,5.076,4.163,208.4,49.93
"2009-07-24 16:50:00",19339,3.019,109.4,30.49,5.047,3.966,205,49.15
"2009-07-24 16:55:00",19340,2.447,80.6,40.92,3.606,3.612,410.2,47.79
"2009-07-24 17:00:00",19341,3.422,77,16.07,5.168,3.887,274.6,50.17
"2009-07-24 17:05:00",19342,3.241,89.5,34.88,4.175,3.817,180.2,51.47
"2009-07-24 17:10:00",19343,3.059,141.3,42.81,3.94,4.237,149.9,46.77
"2009-07-24 17:15:00",19344,3.483,129.5,36.14,5.331,3.608,125.1,46.43
