"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:Duke_River_May2011.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2011-05-24 17:00:00",2945,4.604,117.3,8.7,5.537,1.298,41.76,95.9
"2011-05-24 17:05:00",2946,4.982,117.7,4.916,5.521,1.134,51.3,97.1
"2011-05-24 17:10:00",2947,5.475,120.3,10.57,6.393,1.243,52.06,96
"2011-05-24 17:15:00",2948,6.688,126.2,5.481,8.16,1.351,50.35,94
"2011-05-24 17:20:00",2949,7.963,123.6,8.4,8.6,1.194,45.83,94.1
"2011-05-24 17:25:00",2950,7.254,127.6,8.51,8.48,1.159,42.62,94.3
"2011-05-24 17:30:00",2951,8.01,126.6,10.61,9.38,0.997,38.6,96.5
"2011-05-24 17:35:00",2952,8.41,125,5.548,9.21,0.866,48.34,97.6
"2011-05-24 17:40:00",2953,7.956,124.4,4.311,8.6,0.87,47.01,97.2
"2011-05-24 17:45:00",2954,7.524,124.1,4.609,8.35,0.926,51.94,96.6
"2011-05-24 17:50:00",2955,8.81,121.6,5.48,9.99,0.821,63.79,97.6
"2011-05-24 17:55:00",2956,8.33,121,8.13,10.02,0.779,57.01,97.9
"2011-05-24 18:00:00",2957,7.632,127.3,10.03,8.91,0.756,53.97,98.4
"2011-05-24 18:05:00",2958,7.085,124.1,3.83,8.54,0.701,54.9,99
"2011-05-24 18:10:00",2959,7.654,122.6,5.596,8.29,0.678,58.44,99.2
"2011-05-24 18:15:00",2960,7.639,122.5,2.359,8.22,0.667,60.02,99.4
"2011-05-24 18:20:00",2961,6.143,122.8,9.14,7.618,0.721,60.18,99.7
"2011-05-24 18:25:00",2962,7.59,122.9,7.936,8.03,0.693,52.79,99.9
"2011-05-24 18:30:00",2963,6.618,125,4.418,7.647,0.685,41.72,100
"2011-05-24 18:35:00",2964,6.957,124.8,4.867,7.49,0.727,42.97,100
"2011-05-24 18:40:00",2965,6.926,129.7,6.764,7.69,0.701,44.86,100
"2011-05-24 18:45:00",2966,7.419,124.6,5.291,7.971,0.718,42.87,100
"2011-05-24 18:50:00",2967,6.761,131.2,7.607,8.24,0.722,33.68,100
"2011-05-24 18:55:00",2968,7.155,126.6,11.88,7.82,0.692,35.96,100
"2011-05-24 19:00:00",2969,6.568,121.6,8.06,8.06,0.712,37.15,100
"2011-05-24 19:05:00",2970,5.205,122.5,12.98,5.949,0.762,24.89,100
"2011-05-24 19:10:00",2971,5.644,119.6,8.58,7.343,0.756,21.07,100
"2011-05-24 19:15:00",2972,5.725,118.7,12.2,7.892,0.703,12.26,100
"2011-05-24 19:20:00",2973,7.754,120.6,4.597,8.63,0.623,5.099,100
"2011-05-24 19:25:00",2974,7.255,123.6,8.84,8.18,0.592,4.898,100
"2011-05-24 19:30:00",2975,7.522,125.6,4.974,8.2,0.587,-0.98,100
"2011-05-24 19:35:00",2976,7.407,118.6,17.1,8.53,0.575,-2.386,100
"2011-05-24 19:40:00",2977,7.699,123.2,9.48,9.24,0.542,-4.421,100
"2011-05-24 19:45:00",2978,8.7,123.9,3.245,9.45,0.541,-4.521,100
"2011-05-24 19:50:00",2979,7.552,118.2,8.9,8.81,0.589,-0.1,100
"2011-05-24 19:55:00",2980,8.38,123.3,4.173,9.16,0.577,-2.135,100
"2011-05-24 20:00:00",2981,8.76,126.5,3.216,9.64,0.625,0.628,100
"2011-05-24 20:05:00",2982,7.928,124.6,4.517,8.59,0.619,-2.612,100
"2011-05-24 20:10:00",2983,8.46,126.9,6.883,9.73,0.637,-2.261,100
"2011-05-24 20:15:00",2984,8.32,122.1,3.974,9.34,0.612,-2.085,100
"2011-05-24 20:20:00",2985,8.67,121.8,6.679,9.27,0.558,-1.356,100
"2011-05-24 20:25:00",2986,8.62,119.7,4.873,9.88,0.484,-3.542,100
"2011-05-24 20:30:00",2987,8.39,122.2,5.952,10.67,0.493,-0.829,100
"2011-05-24 20:35:00",2988,9.24,124.3,4.49,10.61,0.396,-0.377,100
"2011-05-24 20:40:00",2989,9.9,123.6,1.941,11.53,0.338,-0.226,100
"2011-05-24 20:45:00",2990,9.15,124,8.62,10.1,0.329,3.266,100
"2011-05-24 20:50:00",2991,10.35,127.1,3.803,10.95,0.319,2.185,100
"2011-05-24 20:55:00",2992,9.96,122.3,6.472,10.82,0.265,0.025,100
"2011-05-24 21:00:00",2993,9.39,118.5,5.613,9.94,0.243,-3.341,100
"2011-05-24 21:05:00",2994,9.48,122.3,5.656,10.85,0.229,-4.019,100
"2011-05-24 21:10:00",2995,9.35,121.1,5.109,10.56,0.229,-3.793,100
"2011-05-24 21:15:00",2996,8.9,108.4,13.14,10.12,0.22,-0.678,100
"2011-05-24 21:20:00",2997,8.88,120,5.199,9.74,0.207,0.528,100
"2011-05-24 21:25:00",2998,8.09,121.3,15.1,10.26,0.207,0.151,100
"2011-05-24 21:30:00",2999,8.76,123.2,7.831,10.38,0.206,0.603,100
"2011-05-24 21:35:00",3000,8.45,124.7,18.48,10.82,0.222,-1.206,100
"2011-05-24 21:40:00",3001,7.884,119.4,12.49,9.51,0.2,0.327,100
"2011-05-24 21:45:00",3002,7.876,116.6,10.87,9.45,0.157,0.402,100
"2011-05-24 21:50:00",3003,8.39,114.4,7.815,10.79,0.148,0.628,100
"2011-05-24 21:55:00",3004,8.67,112.6,8.96,10.44,0.133,-0.402,100
"2011-05-24 22:00:00",3005,7.716,112.2,8.31,8.75,0.092,0.528,100
"2011-05-24 22:05:00",3006,6.673,107,10.74,8.71,0.009,0.553,100
"2011-05-24 22:10:00",3007,7.018,118.7,11.27,8.35,-0.013,-3.215,100
"2011-05-24 22:15:00",3008,8.54,118.2,6.467,9.53,0.002,-9.09,100
"2011-05-24 22:20:00",3009,8.26,120.6,8.05,8.95,0.029,-2.914,100
"2011-05-24 22:25:00",3010,9.16,119,10.38,11.01,0.037,-2.336,100
"2011-05-24 22:30:00",3011,8.73,109.1,13.88,9.52,0.037,-0.804,100
"2011-05-24 22:35:00",3012,8.54,116.3,13.25,10.57,0.015,-2.06,100
"2011-05-24 22:40:00",3013,8.79,112.5,13.19,9.71,0.001,-0.477,100
"2011-05-24 22:45:00",3014,7.996,114.1,6.436,9.29,-0.026,-2.11,100
"2011-05-24 22:50:00",3015,7.421,111.4,8.99,11.75,-0.053,-3.165,100
"2011-05-24 22:55:00",3016,7.663,116.8,6.14,9.38,-0.026,-0.352,100
"2011-05-24 23:00:00",3017,7.761,113,8.26,9.09,-0.052,-3.793,100
"2011-05-24 23:05:00",3018,8.22,111.3,6.462,9.82,-0.033,-3.768,100
"2011-05-24 23:10:00",3019,9.16,113.7,10.32,11.22,-0.032,-3.492,100
"2011-05-24 23:15:00",3020,8.64,111.5,11.16,11.55,-0.051,-5.577,100
"2011-05-24 23:20:00",3021,9.35,111.5,10.84,11.1,-0.056,-3.065,100
"2011-05-24 23:25:00",3022,9.53,114.5,6.157,10.53,-0.069,-12.84,100
"2011-05-24 23:30:00",3023,8.57,115.9,11.22,10.45,-0.087,-22.89,100
"2011-05-24 23:35:00",3024,7.731,121.4,11.36,9.13,-0.082,-16.56,100
"2011-05-24 23:40:00",3025,5.521,110.9,18.55,8.74,-0.098,-26.56,100
"2011-05-24 23:45:00",3026,6.359,113.2,14.65,8.07,-0.118,-14.3,100
"2011-05-24 23:50:00",3027,5.471,129.3,14.77,7.01,-0.152,-13.32,100
"2011-05-24 23:55:00",3028,6.695,108.7,18.85,7.588,-0.169,-15.12,100
"2011-05-25 00:00:00",3029,6.475,118.9,7.867,7.964,-0.171,-14.72,100
"2011-05-25 00:05:00",3030,6.799,124.4,19.84,9.06,-0.242,-24.12,100
"2011-05-25 00:10:00",3031,5.461,122.2,10.94,6.824,-0.248,-21.48,100
"2011-05-25 00:15:00",3032,6.227,120.9,11.39,8.07,-0.23,-14.35,100
"2011-05-25 00:20:00",3033,6.69,111.2,10.51,7.86,-0.237,-16.03,100
"2011-05-25 00:25:00",3034,6.547,122.4,5.325,7.615,-0.262,-25.2,100
"2011-05-25 00:30:00",3035,6.221,118.8,11.26,7.961,-0.293,-20.27,100
"2011-05-25 00:35:00",3036,6.413,118.1,7.251,7.67,-0.32,-20.93,100
"2011-05-25 00:40:00",3037,6.106,121.5,14.13,6.987,-0.32,-22.03,100
"2011-05-25 00:45:00",3038,4.713,122.4,8.96,5.913,-0.332,-12.99,100
"2011-05-25 00:50:00",3039,5.192,115.8,9.96,6.35,-0.367,-26.15,100
"2011-05-25 00:55:00",3040,6.33,119.4,4.881,7.121,-0.322,-11.31,100
"2011-05-25 01:00:00",3041,5.075,126.7,19.62,6.429,-0.359,-15.05,100
"2011-05-25 01:05:00",3042,4.938,119.7,11.59,6.105,-0.382,-16.33,100
"2011-05-25 01:10:00",3043,5.538,121.1,9.98,7.01,-0.333,-3.417,100
"2011-05-25 01:15:00",3044,6.179,118.8,11.62,7.275,-0.338,-3.542,100
"2011-05-25 01:20:00",3045,6.622,134.4,7.945,8.04,-0.359,-3.618,100
"2011-05-25 01:25:00",3046,6.064,125.8,9.59,6.72,-0.406,-8.72,100
"2011-05-25 01:30:00",3047,5.112,124.5,4.917,6.122,-0.462,-9.32,100
"2011-05-25 01:35:00",3048,4.62,122.3,11.88,5.341,-0.478,-16.25,100
"2011-05-25 01:40:00",3049,4.027,132.2,18.98,5.354,-0.583,-14.07,100
"2011-05-25 01:45:00",3050,4.421,122.6,9.62,5.524,-0.489,-2.638,100
"2011-05-25 01:50:00",3051,4.8,127.1,4.18,5.524,-0.491,-6.356,100
"2011-05-25 01:55:00",3052,4.364,118,7.551,5.067,-0.556,-3.869,100
"2011-05-25 02:00:00",3053,4.393,121.1,8.66,5.87,-0.565,-3.693,100
"2011-05-25 02:05:00",3054,4.494,126.9,10.72,5.472,-0.557,-2.839,100
"2011-05-25 02:10:00",3055,3.5,102,12.74,4.58,-0.539,-3.04,100
"2011-05-25 02:15:00",3056,4.503,127.5,11.52,5.25,-0.521,-2.512,100
"2011-05-25 02:20:00",3057,5.01,121.5,9.98,5.524,-0.59,-3.718,100
"2011-05-25 02:25:00",3058,5.228,127.5,7.513,5.834,-0.658,-4.422,100
"2011-05-25 02:30:00",3059,5.851,125.8,6.959,6.762,-0.71,-3.442,100
"2011-05-25 02:35:00",3060,6.378,125,3.402,7.288,-0.666,-2.889,100
"2011-05-25 02:40:00",3061,6.508,126.7,4.886,7.206,-0.589,-1.96,100
"2011-05-25 02:45:00",3062,6.263,128.6,11.12,6.886,-0.597,-2.462,100
"2011-05-25 02:50:00",3063,6.08,130.3,4.815,6.507,-0.595,-3.568,100
"2011-05-25 02:55:00",3064,6.124,131.1,10.15,7.281,-0.664,-3.542,100
"2011-05-25 03:00:00",3065,6.169,130.9,5.476,6.922,-0.648,-6.708,100
"2011-05-25 03:05:00",3066,5.345,138.1,16.44,6.292,-0.75,-4.02,100
"2011-05-25 03:10:00",3067,4.377,150.3,16.58,5.455,-0.692,-2.613,100
"2011-05-25 03:15:00",3068,5.384,135.5,5.212,5.762,-0.706,-3.542,100
"2011-05-25 03:20:00",3069,4.988,131.2,3.356,5.775,-0.745,-6.884,100
"2011-05-25 03:25:00",3070,4.807,125.2,5.478,5.455,-0.642,-3.492,100
"2011-05-25 03:30:00",3071,5.621,127.7,5.699,6.426,-0.723,-4.522,100
"2011-05-25 03:35:00",3072,6.081,130.6,5.562,6.318,-0.763,-6.356,100
"2011-05-25 03:40:00",3073,5.17,148.8,8.19,6.047,-0.759,-4.849,100
"2011-05-25 03:45:00",3074,5.717,137.9,4.965,6.357,-0.822,-5.025,100
"2011-05-25 03:50:00",3075,5.15,142.8,19.71,6.239,-0.794,-5.552,100
"2011-05-25 03:55:00",3076,5.015,124.7,5.046,5.609,-0.797,-5.703,100
"2011-05-25 04:00:00",3077,5.143,124.4,4.543,5.87,-0.914,-27.49,100
"2011-05-25 04:05:00",3078,5.388,127,8.6,6.069,-0.93,-26.86,100
"2011-05-25 04:10:00",3079,5.206,131.4,3.644,5.7,-1.008,-35.52,100
"2011-05-25 04:15:00",3080,3.898,145.7,6.71,4.844,-1.029,-36.25,100
"2011-05-25 04:20:00",3081,4.242,146.8,9.09,4.962,-1.101,-50.45,100
"2011-05-25 04:25:00",3082,5.114,142.6,4.557,5.632,-1.175,-62.84,100
"2011-05-25 04:30:00",3083,4.964,136.1,3.87,5.684,-1.215,-32.94,100
"2011-05-25 04:35:00",3084,5.659,141.9,5.391,6.158,-1.16,-33.69,100
"2011-05-25 04:40:00",3085,5.221,144,7.874,5.632,-1.154,-26.86,100
"2011-05-25 04:45:00",3086,5.148,143.6,12.04,5.877,-1.186,-7.488,100
"2011-05-25 04:50:00",3087,5.031,142.2,13.08,5.478,-1.139,-9.12,100
"2011-05-25 04:55:00",3088,4.727,140.2,7.96,5.681,-1.197,-13.07,100
"2011-05-25 05:00:00",3089,4.575,133.2,11.26,5.325,-1.193,-14.35,100
"2011-05-25 05:05:00",3090,5.402,126.8,7.062,5.945,-1.258,-7.237,100
"2011-05-25 05:10:00",3091,6.03,127,6.96,6.53,-1.176,-2.412,100
"2011-05-25 05:15:00",3092,5.195,139.7,8.6,5.883,-1.076,-2.864,100
"2011-05-25 05:20:00",3093,5.969,123.6,4.944,6.514,-1.053,-3.819,100
"2011-05-25 05:25:00",3094,6.059,122.3,5.484,6.354,-1.074,-4.498,100
"2011-05-25 05:30:00",3095,5.959,129.4,5.121,7.523,-1.121,-5.151,100
"2011-05-25 05:35:00",3096,6.234,122.7,4.467,7.226,-1.206,-7.438,100
"2011-05-25 05:40:00",3097,5.553,129.3,4.891,6.187,-1.329,-6.91,100
"2011-05-25 05:45:00",3098,5.258,127.1,8.47,6.128,-1.296,-4.473,100
"2011-05-25 05:50:00",3099,5.343,125.7,12.32,6.06,-1.346,-6.257,100
"2011-05-25 05:55:00",3100,6.403,124.7,5.141,7.069,-1.338,-7.99,100
"2011-05-25 06:00:00",3101,6.074,124.8,11.32,6.798,-1.314,1.432,100
"2011-05-25 06:05:00",3102,5.447,133.8,11.14,6.001,-1.272,0.302,100
"2011-05-25 06:10:00",3103,5.651,131.9,8.27,6.233,-1.21,-0.201,100
"2011-05-25 06:15:00",3104,5.649,134.6,6.469,6.337,-1.264,-2.764,100
"2011-05-25 06:20:00",3105,5.533,115.2,8.74,6.615,-1.29,0.553,100
"2011-05-25 06:25:00",3106,6.49,126.8,18.21,7.915,-1.322,-0.025,100
"2011-05-25 06:30:00",3107,6.09,124.7,3.968,6.991,-1.281,0.452,100
"2011-05-25 06:35:00",3108,6.086,124,7.739,6.762,-1.259,-0.578,100
"2011-05-25 06:40:00",3109,5.742,129.2,7.617,6.354,-1.221,3.116,100
"2011-05-25 06:45:00",3110,5.593,120.1,5.69,6.086,-1.09,6.181,100
"2011-05-25 06:50:00",3111,5.751,124.7,6.935,6.138,-1.138,2.588,100
"2011-05-25 06:55:00",3112,5.629,123.3,9.05,6.461,-1.152,3.066,100
"2011-05-25 07:00:00",3113,5.85,127.3,12.26,6.801,-1.092,3.643,100
"2011-05-25 07:05:00",3114,6.003,122,10.31,8.04,-1.079,8.82,100
"2011-05-25 07:10:00",3115,5.831,124.3,6.16,6.272,-1.048,18.17,100
"2011-05-25 07:15:00",3116,6.023,122.2,4.292,6.7,-1.139,17.29,100
"2011-05-25 07:20:00",3117,5.711,130.9,5.211,6.207,-1.135,20.33,100
"2011-05-25 07:25:00",3118,6.513,128.9,2.721,7.144,-1.118,-2.085,100
"2011-05-25 07:30:00",3119,6.206,132,5.37,6.697,-1.126,0.427,100
"2011-05-25 07:35:00",3120,6.074,126.5,4.337,6.344,-1.127,12.76,100
"2011-05-25 07:40:00",3121,5.499,126.6,5.802,6.066,-1.074,17.54,100
"2011-05-25 07:45:00",3122,5.379,125.5,2.749,5.782,-1.071,13.97,100
"2011-05-25 07:50:00",3123,4.998,135.2,10.76,5.883,-1.127,6.381,100
"2011-05-25 07:55:00",3124,4.146,125.7,19.2,5.135,-1.136,-0.327,100
"2011-05-25 08:00:00",3125,5.621,140.6,8.4,6.52,-1.303,-1.432,100
"2011-05-25 08:05:00",3126,5.979,131.1,9.33,7.477,-1.182,9.9,100
"2011-05-25 08:10:00",3127,5.325,128.4,10.78,7.02,-1.157,10.4,100
"2011-05-25 08:15:00",3128,5.186,120.1,10.61,6.785,-1.138,16.83,100
"2011-05-25 08:20:00",3129,5.221,117.5,16.57,5.818,-0.99,18.22,100
"2011-05-25 08:25:00",3130,6.123,119.9,7.854,7.121,-0.991,16.21,100
"2011-05-25 08:30:00",3131,5.836,114.1,13.3,6.318,-1.018,20.65,100
"2011-05-25 08:35:00",3132,5.438,119.6,12.73,6.236,-0.929,36.41,100
"2011-05-25 08:40:00",3133,4.607,114.7,7.908,5.942,-0.89,30.33,100
"2011-05-25 08:45:00",3134,3.911,143.3,10.92,5.642,-0.874,26.91,100
"2011-05-25 08:50:00",3135,3.761,119.1,5.328,4.315,-0.788,22.41,100
"2011-05-25 08:55:00",3136,3.107,132.5,7.511,3.685,-0.772,23.32,100
"2011-05-25 09:00:00",3137,2.274,138,7.297,2.888,-0.623,41.03,100
"2011-05-25 09:05:00",3138,1.94,171.8,30.58,2.47,-0.319,27.21,100
"2011-05-25 09:10:00",3139,0.844,146.9,49.21,1.516,-0.289,-8.04,100
"2011-05-25 09:15:00",3140,0.634,108.4,23.52,0.964,0.278,56.83,100
"2011-05-25 09:20:00",3141,0.767,122,19.71,1.147,0.524,54.34,100
"2011-05-25 09:25:00",3142,1.234,222.6,48.48,2.427,0.351,48.01,100
"2011-05-25 09:30:00",3143,2.484,206.2,22.38,3.241,0.08,96.8,100
"2011-05-25 09:35:00",3144,2.731,148.9,17.94,3.512,0.192,11.15,100
"2011-05-25 09:40:00",3145,3.363,125.2,11.05,4.433,0.101,1.658,100
"2011-05-25 09:45:00",3146,4.6,144.3,8.86,5.236,-0.004,24.27,100
"2011-05-25 09:50:00",3147,4.654,147.9,7.979,5.619,-0.058,50.7,99.8
"2011-05-25 09:55:00",3148,5.526,151.1,7.982,6.236,-0.173,61.17,99.2
"2011-05-25 10:00:00",3149,5.487,148,7.25,6.592,-0.199,75.61,98.8
"2011-05-25 10:05:00",3150,5.659,139.6,7.648,6.177,-0.156,80.1,98.3
"2011-05-25 10:10:00",3151,5.311,135.3,8,5.818,-0.051,96.5,98.2
"2011-05-25 10:15:00",3152,5.679,131.6,5.936,6.246,-0.028,84.9,97.8
"2011-05-25 10:20:00",3153,4.924,137.2,12.72,5.847,-0.012,104.2,98
"2011-05-25 10:25:00",3154,5.559,143.6,9.84,5.883,0.171,145,98
"2011-05-25 10:30:00",3155,5.192,150.6,7.802,6.301,0.186,115.8,97.4
"2011-05-25 10:35:00",3156,5.255,138.3,8.66,5.89,0.12,90.4,97.3
"2011-05-25 10:40:00",3157,3.239,159.5,24,4.88,-0.007,59.28,97.2
"2011-05-25 10:45:00",3158,3.713,127.2,14.23,4.913,0.016,49.23,97.8
"2011-05-25 10:50:00",3159,4.384,131.6,15.29,5.334,-0.068,85.2,97.8
"2011-05-25 10:55:00",3160,4.08,121.7,8.16,4.684,0.007,74.05,97.7
"2011-05-25 11:00:00",3161,4.496,118.9,4.528,5.57,0.139,75.23,97.5
"2011-05-25 11:05:00",3162,4.646,123.5,14.51,6.288,0.122,73.98,97.2
"2011-05-25 11:10:00",3163,4.863,124.1,11.75,5.762,0.027,76.94,97.5
"2011-05-25 11:15:00",3164,4.283,128.2,9.73,5.044,0.083,91.8,97.9
"2011-05-25 11:20:00",3165,5.151,130.2,7.311,5.847,0.091,92.8,97.9
"2011-05-25 11:25:00",3166,5.242,122.7,6.224,5.775,0.015,69.23,98.1
"2011-05-25 11:30:00",3167,4.585,125.1,5.245,4.959,-0.029,67.39,98.4
"2011-05-25 11:35:00",3168,4.841,122.1,8.15,5.72,0.059,67.12,98.5
"2011-05-25 11:40:00",3169,5.255,133.3,3.695,5.789,-0.008,76.81,98.3
"2011-05-25 11:45:00",3170,5.899,134.3,4.724,6.148,-0.042,65.79,98.4
"2011-05-25 11:50:00",3171,5.961,132.1,4.129,6.357,-0.093,80.2,98.2
"2011-05-25 11:55:00",3172,5.665,129.3,3.914,5.962,0.005,82.2,98.2
"2011-05-25 12:00:00",3173,5.393,124.2,4.394,5.958,0.001,66.52,98.4
"2011-05-25 12:05:00",3174,6.103,126,5.248,6.638,-0.062,65.39,98.4
"2011-05-25 12:10:00",3175,6.353,128.1,4.808,6.7,-0.097,70.18,98.2
"2011-05-25 12:15:00",3176,5.978,132.8,3.559,6.314,-0.16,64.31,98.2
"2011-05-25 12:20:00",3177,6.098,132.8,5.09,6.501,-0.138,60.59,98.3
"2011-05-25 12:25:00",3178,6.552,135.8,3.708,6.87,-0.1,62.95,98.1
"2011-05-25 12:30:00",3179,6.483,129.3,4.845,6.951,-0.127,58.25,98.1
"2011-05-25 12:35:00",3180,6.725,130.3,4.724,6.929,-0.175,51.7,98.4
"2011-05-25 12:40:00",3181,6.645,138.1,7.282,7.631,-0.19,54.86,98.3
"2011-05-25 12:45:00",3182,7.03,139.8,7.718,7.628,-0.166,64.73,98
"2011-05-25 12:50:00",3183,7.166,133.4,3.239,7.425,-0.143,59.96,98.1
"2011-05-25 12:55:00",3184,6.89,129.3,5.365,7.379,-0.109,56.22,98.7
"2011-05-25 13:00:00",3185,6.111,125.2,7.418,6.798,-0.066,50.31,99
"2011-05-25 13:05:00",3186,5.204,127.7,15.46,6.079,-0.001,44.39,99.1
"2011-05-25 13:10:00",3187,5.304,132.8,6.127,6.501,-0.026,56.49,99.1
"2011-05-25 13:15:00",3188,5.177,131.3,17.4,6.39,0.092,62.47,99.1
"2011-05-25 13:20:00",3189,5.82,134.3,8.71,6.605,0.137,83.7,98.9
"2011-05-25 13:25:00",3190,6.128,127.3,7.971,7.134,0.213,85.9,98.7
"2011-05-25 13:30:00",3191,6.729,130.2,4.244,7.154,0.059,79.78,98.6
"2011-05-25 13:35:00",3192,6.532,127,5.356,7.419,-0.043,68.73,98.6
"2011-05-25 13:40:00",3193,6.233,125.6,6.496,6.641,-0.136,65.31,99
"2011-05-25 13:45:00",3194,6.72,128.4,7.818,7.353,-0.115,86.1,99
"2011-05-25 13:50:00",3195,6.793,130,5.055,7.615,-0.158,85.8,98.9
"2011-05-25 13:55:00",3196,6.866,124.4,3.276,7.575,-0.132,83.6,99
"2011-05-25 14:00:00",3197,5.454,130.1,15.03,7.053,-0.11,71.62,99
"2011-05-25 14:05:00",3198,6.074,133.1,13.82,7.347,-0.029,63.28,98.9
"2011-05-25 14:10:00",3199,8.18,129.4,4.014,9.18,-0.188,75.58,98.7
"2011-05-25 14:15:00",3200,8.85,130.2,4.034,9.48,-0.278,76.26,98.2
"2011-05-25 14:20:00",3201,7.472,132.6,7.264,8.33,-0.265,70.91,98.2
"2011-05-25 14:25:00",3202,9.34,132.9,3.374,10.12,-0.364,62.17,98.3
"2011-05-25 14:30:00",3203,9.33,131.2,5.017,9.92,-0.394,65.94,98.8
"2011-05-25 14:35:00",3204,9.31,132.3,3.477,10.23,-0.47,56.9,98.9
"2011-05-25 14:40:00",3205,9.9,128.1,4.261,10.49,-0.509,59.51,99.3
"2011-05-25 14:45:00",3206,10.72,128.5,5.466,11.62,-0.549,56.09,99.4
"2011-05-25 14:50:00",3207,11.04,132.5,4.039,11.77,-0.647,61.87,99.3
"2011-05-25 14:55:00",3208,10.43,130,6.402,11.44,-0.667,61.09,99.5
"2011-05-25 15:00:00",3209,10.64,128.2,3.422,11.07,-0.631,51.8,99.8
"2011-05-25 15:05:00",3210,10.44,130.9,5.91,11.09,-0.642,50.09,99.9
"2011-05-25 15:10:00",3211,9.3,137.5,8.34,10.67,-0.655,57.4,99.9
"2011-05-25 15:15:00",3212,9.64,130.2,4.892,10.28,-0.615,58,100
"2011-05-25 15:20:00",3213,9.51,129.7,6.544,10.22,-0.626,56.32,100
"2011-05-25 15:25:00",3214,9,131.8,3.922,9.66,-0.626,50.14,100
"2011-05-25 15:30:00",3215,7.66,125.3,4.315,8.22,-0.573,52.17,100
"2011-05-25 15:35:00",3216,7.561,128.4,5.534,8.03,-0.541,72.75,99.9
"2011-05-25 15:40:00",3217,7.689,129.8,5.015,8.79,-0.525,63.75,99.9
"2011-05-25 15:45:00",3218,7.334,126,7.261,8.71,-0.412,80.5,99.9
"2011-05-25 15:50:00",3219,7.349,132.4,8.04,8.08,-0.377,62.85,99.9
"2011-05-25 15:55:00",3220,6.954,135.3,16.4,8.02,-0.416,62.57,99.8
"2011-05-25 16:00:00",3221,7.726,131.2,6.299,8.3,-0.509,74.38,99.8
"2011-05-25 16:05:00",3222,7.427,129.7,5.897,8.18,-0.504,78.55,99.9
"2011-05-25 16:10:00",3223,7.64,127.5,2.879,8.36,-0.569,36.02,100
"2011-05-25 16:15:00",3224,7.199,132.8,7.595,7.876,-0.484,69.18,99.8
"2011-05-25 16:20:00",3225,5.878,132.2,10.07,7.373,-0.397,72.17,99.6
"2011-05-25 16:25:00",3226,6.349,129.8,8.32,7.758,-0.274,88.5,99.6
"2011-05-25 16:30:00",3227,7.043,122.1,4.728,7.608,-0.212,72.12,99.6
"2011-05-25 16:35:00",3228,6.848,125,5.203,7.291,-0.254,88.3,99.6
"2011-05-25 16:40:00",3229,7.539,127.8,3.948,7.948,-0.364,89.9,99.5
"2011-05-25 16:45:00",3230,7.626,123.7,6.203,8.29,-0.273,95.9,99.5
"2011-05-25 16:50:00",3231,7.225,122.7,5.709,7.686,-0.317,93.3,99.5
"2011-05-25 16:55:00",3232,7.494,124.9,6.467,8.03,-0.345,77.74,99.5
"2011-05-25 17:00:00",3233,7.366,125.8,5.968,8.17,-0.47,55.24,99.7
"2011-05-25 17:05:00",3234,7.662,126.5,4.841,7.948,-0.565,56.09,100
"2011-05-25 17:10:00",3235,7.349,129.7,3.142,7.886,-0.464,92,100
"2011-05-25 17:15:00",3236,7.975,124.5,3.765,8.42,-0.391,105.9,99.9
"2011-05-25 17:20:00",3237,7.454,125.7,4.877,8.04,-0.357,110.6,99.9
"2011-05-25 17:25:00",3238,7.401,127.4,3.321,7.693,-0.25,137.5,99.8
"2011-05-25 17:30:00",3239,7.439,129.1,4.968,8.14,-0.357,54.16,99.5
"2011-05-25 17:35:00",3240,6.911,130.8,4.136,7.468,-0.493,61.69,99.6
"2011-05-25 17:40:00",3241,6.288,130.2,4.715,7.19,-0.355,98.6,99.3
"2011-05-25 17:45:00",3242,6.662,128.6,5.388,7.177,-0.435,32.3,98.9
"2011-05-25 17:50:00",3243,6.487,127.1,5.124,7.363,-0.42,108.5,99.4
"2011-05-25 17:55:00",3244,6.68,131.1,4.665,7.255,-0.201,119.6,99
"2011-05-25 18:00:00",3245,6.739,131.4,3.521,7.219,-0.211,95,99
"2011-05-25 18:05:00",3246,6.882,128.8,3.877,7.673,-0.418,33.86,99.3
"2011-05-25 18:10:00",3247,7.286,125.5,7.952,7.951,-0.678,16.78,99.6
"2011-05-25 18:15:00",3248,7.138,124.2,10.12,8.28,-0.738,33.81,100
"2011-05-25 18:20:00",3249,7.222,123.3,3.035,7.579,-0.783,46.7,100
"2011-05-25 18:25:00",3250,6.97,124.1,5.92,7.363,-0.883,20.9,100
"2011-05-25 18:30:00",3251,8.08,126.8,2.212,8.49,-0.995,21.63,100
"2011-05-25 18:35:00",3252,7.637,126.1,5.235,8.4,-1.002,27.13,99.9
"2011-05-25 18:40:00",3253,8.44,125.1,3.175,9.08,-0.963,46.12,99.3
