"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_May2013.CR1","36023","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2013-06-19 17:40:00",6950,3.665,241.2,10.97,4.181,20.16,416.6,36.47
"2013-06-19 17:45:00",6951,3.866,241.6,12.29,4.72,20.33,403,36.57
"2013-06-19 17:50:00",6952,3.381,245,16.79,4.057,19.5,380.1,38.74
"2013-06-19 17:55:00",6953,3.829,246.5,11.99,4.348,19.74,386.3,37.51
"2013-06-19 18:00:00",6954,3.459,247.3,15.5,4.283,20.18,337.7,35.16
"2013-06-19 18:05:00",6955,3.294,245.7,7.989,3.74,20.12,352.2,34.59
"2013-06-19 18:10:00",6956,2.961,242.4,15.05,4.08,19.78,169,36.81
"2013-06-19 18:15:00",6957,3.335,245.7,17.19,4.041,19.12,123.1,38.72
"2013-06-19 18:20:00",6958,3.406,234.7,11.4,4.113,19.05,234,39.03
"2013-06-19 18:25:00",6959,3.629,238.6,15.16,4.58,19.92,329,36.72
"2013-06-19 18:30:00",6960,3.309,242.2,13.67,3.848,19.88,239.5,36.61
"2013-06-19 18:35:00",6961,3.303,244.4,7.176,4.475,20.37,410.9,36.66
"2013-06-19 18:40:00",6962,2.665,247.7,24.21,3.309,20.14,233.5,37.18
"2013-06-19 18:45:00",6963,2.729,250,19.11,3.639,20.05,233.9,36.71
"2013-06-19 18:50:00",6964,3.209,241.8,12.32,3.878,20.51,228.1,34.6
"2013-06-19 18:55:00",6965,1.967,250.6,20.72,2.894,19.71,-2.105,36.89
"2013-06-19 19:00:00",6966,1.915,235.9,18.79,2.633,18.87,98.9,38.93
"2013-06-19 19:05:00",6967,2.078,250.6,16.12,3.299,19.55,289,37.11
"2013-06-19 19:10:00",6968,2.908,251.2,12.35,3.567,20.18,281.1,35.29
"2013-06-19 19:15:00",6969,2.585,249.9,21.29,3.149,20.22,251.2,35.43
"2013-06-19 19:20:00",6970,2.934,239.9,12.98,3.623,21,258.4,32.99
"2013-06-19 19:25:00",6971,2.704,241.7,15.64,3.508,21.22,247.6,32.85
"2013-06-19 19:30:00",6972,2.42,235.6,11.22,2.992,21.24,249.3,33.37
"2013-06-19 19:35:00",6973,2.799,239.6,21,3.352,21.41,262.3,32.02
"2013-06-19 19:40:00",6974,2.337,244.2,17.25,2.715,21.76,277.6,30.77
"2013-06-19 19:45:00",6975,2.394,245.3,16.89,3.107,21.77,279.8,31.97
"2013-06-19 19:50:00",6976,2.327,238.5,9.41,2.878,21.79,271.8,31.55
"2013-06-19 19:55:00",6977,1.922,237.4,20.84,2.737,21.89,252.8,31.46
"2013-06-19 20:00:00",6978,2.123,266.1,16.45,2.875,21.5,207.5,31.98
"2013-06-19 20:05:00",6979,1.886,258.4,20.59,2.688,20.98,198.8,32.53
"2013-06-19 20:10:00",6980,2.507,253,17.98,2.92,20.63,185.5,32.98
"2013-06-19 20:15:00",6981,3.209,256.4,17.44,3.917,20.11,172.9,33.63
"2013-06-19 20:20:00",6982,2.556,259.3,13.97,3.048,20.78,156,31.91
"2013-06-19 20:25:00",6983,2.371,263.1,18.55,3.388,20.81,137.8,31.68
"2013-06-19 20:30:00",6984,2.168,246.7,19.63,3.149,20.26,91.8,33.28
"2013-06-19 20:35:00",6985,2.368,253.9,14.79,3.094,20.68,115.5,31.92
"2013-06-19 20:40:00",6986,1.641,242,18.25,2.114,20.63,112.1,32.35
"2013-06-19 20:45:00",6987,2.415,246.6,9.82,3.005,20.58,93.1,31.78
"2013-06-19 20:50:00",6988,2.143,242.9,13.54,2.783,20.73,118.9,32.05
"2013-06-19 20:55:00",6989,2.513,243.2,13.75,3.365,20.97,138.4,31.37
"2013-06-19 21:00:00",6990,2.178,273.6,22.49,3.332,21.11,133.5,30.04
"2013-06-19 21:05:00",6991,1.846,239.3,25.85,2.646,20.88,95.4,30.41
"2013-06-19 21:10:00",6992,2.541,248.6,19.96,3.316,20.58,121.6,31.12
"2013-06-19 21:15:00",6993,1.294,163.1,53.58,1.878,20.99,75.45,30.24
"2013-06-19 21:20:00",6994,1.553,104.3,19.14,2.257,21.42,66.75,31.23
"2013-06-19 21:25:00",6995,0.881,169.8,37.77,1.542,21.77,49.02,30.58
"2013-06-19 21:30:00",6996,1.212,128.4,45.69,2.257,21.84,40.42,29.97
"2013-06-19 21:35:00",6997,1.184,209.3,24.61,1.797,21.76,29.06,29.35
"2013-06-19 21:40:00",6998,1.518,250.7,13.11,2.114,21.45,18.31,29.08
"2013-06-19 21:45:00",6999,1.672,258.7,16.63,1.967,21.36,5.833,30.22
"2013-06-19 21:50:00",7000,1.842,258.3,18.16,2.277,21.02,-5.173,29.86
"2013-06-19 21:55:00",7001,1.785,269.6,18.44,2.584,20.29,-6.72,31.03
"2013-06-19 22:00:00",7002,1.724,255.1,19.37,2.071,20.01,-30.35,31.74
"2013-06-19 22:05:00",7003,1.59,267.4,14.52,1.953,19.38,-38.19,33.56
"2013-06-19 22:10:00",7004,1.508,235.7,12.67,1.718,19.46,-15.57,33.07
"2013-06-19 22:15:00",7005,1.328,231.9,29.4,1.937,19.59,-17.55,32.96
"2013-06-19 22:20:00",7006,1.4,249.4,23.65,1.767,19.92,-23.34,32.46
"2013-06-19 22:25:00",7007,0.701,202,52.83,1.294,19.35,-29.68,34.48
"2013-06-19 22:30:00",7008,1.129,151.9,11.65,1.457,19.2,-35.41,36.32
"2013-06-19 22:35:00",7009,0.34,214.7,48.45,0.882,19.3,-38.58,33.12
"2013-06-19 22:40:00",7010,0.774,207,20.04,1.094,19.51,-41.6,33.37
"2013-06-19 22:45:00",7011,0.548,197.9,25.17,1.032,19.25,-45.66,35.14
"2013-06-19 22:50:00",7012,1.302,265.8,11.2,1.859,18.97,-46.8,34.08
"2013-06-19 22:55:00",7013,1.016,236.9,18.71,1.627,18.67,-48.48,34.7
"2013-06-19 23:00:00",7014,0.658,228.7,14.2,0.902,18.24,-50.28,36.78
"2013-06-19 23:05:00",7015,0.44,232.7,32.39,0.81,18.07,-53.1,36.87
"2013-06-19 23:10:00",7016,0.613,212,34.78,0.862,17.46,-56.86,38.74
"2013-06-19 23:15:00",7017,0.529,124.6,27.72,0.931,17.09,-57.7,41.98
"2013-06-19 23:20:00",7018,0.225,140.8,27.15,0.761,16.57,-58.33,46.02
"2013-06-19 23:25:00",7019,0.816,112.1,13.58,1.124,16.1,-59.48,45.56
"2013-06-19 23:30:00",7020,0.649,144.8,49.55,1.284,15.88,-59.99,46.94
"2013-06-19 23:35:00",7021,0.257,129.3,20.7,0.487,15.47,-57.17,46.59
"2013-06-19 23:40:00",7022,0.758,110.4,26.53,1.287,15.52,-58.27,46.06
"2013-06-19 23:45:00",7023,0.711,107.5,25.92,1.222,14.97,-61.54,50.68
"2013-06-19 23:50:00",7024,0.951,125.1,24.52,1.375,14.48,-64.01,49.04
"2013-06-19 23:55:00",7025,1.091,158.2,35.27,1.548,15.29,-63.89,45.19
"2013-06-20 00:00:00",7026,0.979,175.9,26.12,1.532,15.89,-62.47,42.54
"2013-06-20 00:05:00",7027,0.68,150.9,21.62,1.316,15.99,-61.38,42.34
"2013-06-20 00:10:00",7028,0.833,149.3,35.17,1.248,15.65,-60.29,43.58
"2013-06-20 00:15:00",7029,1.047,165.5,21.42,1.454,15.46,-64.65,42.78
"2013-06-20 00:20:00",7030,0.821,132,35,1.281,15.88,-65.7,40.44
"2013-06-20 00:25:00",7031,0.508,158.2,30,0.954,15.54,-62.76,42.28
"2013-06-20 00:30:00",7032,0.514,112.5,26.89,0.617,14.9,-59.46,45.73
"2013-06-20 00:35:00",7033,0.8,110,20.95,1.369,14.08,-59.44,48.56
"2013-06-20 00:40:00",7034,0.729,119.8,25.59,1.039,13.69,-60.23,50.2
"2013-06-20 00:45:00",7035,1.086,128.4,31.17,1.398,13.2,-63.4,51.2
"2013-06-20 00:50:00",7036,1.006,164.7,39.85,1.392,13.73,-62.16,49.61
"2013-06-20 00:55:00",7037,0.788,122.6,34.01,1.196,13.69,-60,49.94
"2013-06-20 01:00:00",7038,0.926,156.4,24.52,1.326,13.86,-61.7,49.22
"2013-06-20 01:05:00",7039,1.07,128.8,25.03,1.45,13.77,-65.64,50.27
"2013-06-20 01:10:00",7040,0.332,120,19.93,0.663,13.44,-61.94,52.86
"2013-06-20 01:15:00",7041,0.849,137.1,10.93,1.071,12.85,-59.55,55.47
"2013-06-20 01:20:00",7042,0.675,149.4,32.37,1.124,11.97,-60.32,58.9
"2013-06-20 01:25:00",7043,0.842,145.7,22.47,1.385,11.5,-62.79,60.36
"2013-06-20 01:30:00",7044,0.98,135.7,29.99,1.493,11.44,-63.68,60.67
"2013-06-20 01:35:00",7045,1.086,161.9,36.23,1.666,11.67,-62.64,59.2
"2013-06-20 01:40:00",7046,1.026,135.8,19.71,1.408,11.56,-64.52,59.8
"2013-06-20 01:45:00",7047,1.011,125.5,39.91,1.64,11.39,-63.07,60.6
"2013-06-20 01:50:00",7048,0.935,125.4,49.17,1.695,11.41,-64.9,60.77
"2013-06-20 01:55:00",7049,0.937,143.2,20.4,1.473,11.33,-61.78,60.8
"2013-06-20 02:00:00",7050,1.033,129.4,29.68,1.712,11.44,-63.76,60.62
"2013-06-20 02:05:00",7051,0.768,160.7,35.46,1.686,11.44,-62.26,60.42
"2013-06-20 02:10:00",7052,0.825,125.1,23.49,2.401,11.4,-62.41,59.89
"2013-06-20 02:15:00",7053,1.388,121.1,18.46,2.12,11.07,-63,61.07
"2013-06-20 02:20:00",7054,1.047,144.1,29.55,1.532,10.71,-63.61,62.14
"2013-06-20 02:25:00",7055,0.814,130.1,29.98,1.29,10.57,-61.73,62.59
"2013-06-20 02:30:00",7056,1.177,125,35.8,1.565,10.26,-62.45,63.75
"2013-06-20 02:35:00",7057,1.165,104.9,21.48,2.084,9.98,-62.58,64.88
"2013-06-20 02:40:00",7058,1.174,119.4,29.99,1.869,9.74,-61.97,65.44
"2013-06-20 02:45:00",7059,1.464,119.6,23.19,2.172,9.58,-62.79,65.75
"2013-06-20 02:50:00",7060,1.394,119.9,30.76,1.748,9.51,-64.82,65.74
"2013-06-20 02:55:00",7061,0.934,130.2,16.19,1.581,9.78,-59.13,64.63
"2013-06-20 03:00:00",7062,1.91,103.2,16.46,2.47,9.75,-62,64.87
"2013-06-20 03:05:00",7063,1.513,101.9,25.24,1.989,9.43,-60.25,65.85
"2013-06-20 03:10:00",7064,1.188,116,43.05,1.79,9.29,-59.28,66.54
"2013-06-20 03:15:00",7065,1.19,133.2,48.45,1.78,9.25,-60.38,66.56
"2013-06-20 03:20:00",7066,0.626,104.8,16.7,1.512,9.22,-60.02,66.72
"2013-06-20 03:25:00",7067,0.522,143.1,48.81,1.15,9.12,-57.02,67.91
"2013-06-20 03:30:00",7068,0.151,107.5,11.88,0.673,8.94,-55.48,69.26
"2013-06-20 03:35:00",7069,0.269,99.4,18.33,0.738,8.94,-54.18,70.48
"2013-06-20 03:40:00",7070,0.347,153.8,24.02,0.572,8.93,-51.23,70.86
"2013-06-20 03:45:00",7071,0.812,169.1,47.81,1.519,8.7,-53.52,71.54
"2013-06-20 03:50:00",7072,0.802,105.7,26.37,1.411,8.89,-54.39,70.99
"2013-06-20 03:55:00",7073,1,115,16.64,1.225,8.97,-53.07,69.69
"2013-06-20 04:00:00",7074,1.496,92,46.28,2.375,8.9,-55.69,68.95
"2013-06-20 04:05:00",7075,1.019,102.4,14.09,1.45,8.76,-53,69.07
"2013-06-20 04:10:00",7076,1.191,114.5,41.31,1.601,8.65,-53.53,69.3
"2013-06-20 04:15:00",7077,0.956,99.6,31.16,1.339,8.45,-53.66,69.93
"2013-06-20 04:20:00",7078,1.937,100.7,20.4,2.225,8.82,-54.6,68.8
"2013-06-20 04:25:00",7079,1.77,97,18.07,2.316,9.2,-55.72,67.93
"2013-06-20 04:30:00",7080,1.133,86.7,13.69,1.512,9.27,-53.33,67.69
"2013-06-20 04:35:00",7081,1.29,87.7,17.57,1.829,9.1,-52.87,69.2
"2013-06-20 04:40:00",7082,1.701,86.2,7.617,2.061,9.25,-55.62,68.95
"2013-06-20 04:45:00",7083,1.673,93.8,15.8,2.898,9.59,-56.84,67.82
"2013-06-20 04:50:00",7084,1.734,94.5,8.41,2.267,9.73,-56.45,67.77
"2013-06-20 04:55:00",7085,1.022,94.6,28.18,1.637,9.77,-53.91,67.94
"2013-06-20 05:00:00",7086,0.242,88.1,14.59,1.166,9.41,-51.47,69.43
"2013-06-20 05:05:00",7087,1.532,84.6,18,1.931,9.3,-52.69,70.05
"2013-06-20 05:10:00",7088,1.728,95.1,13.77,2.048,9.37,-50.81,69.77
"2013-06-20 05:15:00",7089,1.621,103.5,33.37,2.251,9.23,-49.36,70.05
"2013-06-20 05:20:00",7090,0.75,220.1,23.92,1.111,8.99,-47.2,70.52
"2013-06-20 05:25:00",7091,0.481,69.22,59.11,1.218,8.72,-44.18,71.71
"2013-06-20 05:30:00",7092,1.701,81.1,13.26,2.068,8.93,-46.77,71.48
"2013-06-20 05:35:00",7093,1.584,79.03,13.77,1.813,8.96,-45.04,71.52
"2013-06-20 05:40:00",7094,1.994,80.7,13.55,2.672,8.85,-41.84,71.74
"2013-06-20 05:45:00",7095,1.402,88.9,14.4,2.202,8.91,-40.24,71.47
"2013-06-20 05:50:00",7096,0.524,122.7,27.58,1.225,8.99,-38.79,70.8
"2013-06-20 05:55:00",7097,0.707,97.4,25.2,0.905,9.06,-33.65,70.45
"2013-06-20 06:00:00",7098,1.686,81,17.14,2.672,9.42,-27.76,69.32
"2013-06-20 06:05:00",7099,1.691,92.5,9.21,2.185,9.72,-18.5,68.75
"2013-06-20 06:10:00",7100,1.474,93.1,16.49,1.957,10.01,-7.041,68.61
"2013-06-20 06:15:00",7101,1.52,83.8,13.86,2.078,10.19,-5.745,68.58
"2013-06-20 06:20:00",7102,1.691,78.61,7.911,2.068,10.19,-10.88,68.92
"2013-06-20 06:25:00",7103,1.862,80.4,9.15,2.198,10.31,3.279,68.55
"2013-06-20 06:30:00",7104,1.48,85.9,15.86,1.96,10.4,-2.745,68.07
"2013-06-20 06:35:00",7105,1.487,90,15.9,2.084,10.31,-24.88,68.21
"2013-06-20 06:40:00",7106,0.768,140.1,34.65,1.055,10.23,-12.35,68.34
"2013-06-20 06:45:00",7107,0.321,133.9,22.62,0.608,10.47,15.61,67.62
"2013-06-20 06:50:00",7108,0.654,82.2,6.736,1.29,11.04,23.05,65.47
"2013-06-20 06:55:00",7109,1.337,90.8,11.39,2.087,11.45,29.28,64.35
"2013-06-20 07:00:00",7110,1.915,92.8,22.51,2.293,11.76,33.85,63.52
"2013-06-20 07:05:00",7111,2.223,96.8,27.76,3.227,12.07,45.95,62.68
"2013-06-20 07:10:00",7112,1.376,91.1,15.98,1.993,12.38,51.76,61.92
"2013-06-20 07:15:00",7113,0.785,118.3,30.95,1.535,12.75,53.01,61.33
"2013-06-20 07:20:00",7114,0.752,140,21.03,1.578,12.97,8.44,60.28
"2013-06-20 07:25:00",7115,0.798,198.6,14.09,1.026,12.55,34.76,62.09
"2013-06-20 07:30:00",7116,0.872,202.9,14.13,1.013,12.47,74.12,61.77
"2013-06-20 07:35:00",7117,0.617,170.9,14.5,0.836,13.01,91.4,58.71
"2013-06-20 07:40:00",7118,0.757,138.5,23.45,1.12,13.59,105.3,55.11
"2013-06-20 07:45:00",7119,0.802,142.8,17.4,1.271,14,101.8,54.91
"2013-06-20 07:50:00",7120,0.445,178.8,29.51,1.258,14.28,88.5,54.69
"2013-06-20 07:55:00",7121,0.554,83.3,26.4,0.882,14.53,77.91,53.58
"2013-06-20 08:00:00",7122,0.776,51.82,26.33,1.365,14.47,68.2,53.74
"2013-06-20 08:05:00",7123,1.657,66.26,11.03,2.065,14.22,59.01,55.55
"2013-06-20 08:10:00",7124,1.072,60.76,13.13,1.457,13.97,55.22,58.62
"2013-06-20 08:15:00",7125,1.656,74.35,17.25,2.208,13.88,56.77,59.24
"2013-06-20 08:20:00",7126,1.192,75.33,18.41,1.842,13.73,60.99,59.67
"2013-06-20 08:25:00",7127,0.514,111.4,40.13,1.179,13.77,63.78,59.71
"2013-06-20 08:30:00",7128,0.349,225.1,10.54,0.627,13.89,69.6,59.55
"2013-06-20 08:35:00",7129,0.965,248.9,13.08,1.463,13.95,73.66,57.61
"2013-06-20 08:40:00",7130,0.439,242.3,18.74,1.156,14.03,77.27,57.53
"2013-06-20 08:45:00",7131,0,0,0,0,14.23,72.71,55.32
"2013-06-20 08:50:00",7132,0.213,104.8,4.87,0.405,14.34,67.99,54.12
"2013-06-20 08:55:00",7133,0.779,108.8,14.26,1.189,14.38,66.61,54.34
"2013-06-20 09:00:00",7134,1.33,86.5,10.2,1.738,14.42,65.9,55.65
"2013-06-20 09:05:00",7135,1.118,86.8,9.89,1.46,14.39,66.31,58.1
"2013-06-20 09:10:00",7136,0.968,85.1,8.29,1.245,14.44,67.4,58.42
"2013-06-20 09:15:00",7137,0.527,95.1,23.61,0.954,14.46,59.81,59.87
"2013-06-20 09:20:00",7138,0.358,181.7,32.08,0.885,14.51,19.3,58.51
"2013-06-20 09:25:00",7139,1.269,250.6,7.509,1.552,14.1,-16.07,57.27
"2013-06-20 09:30:00",7140,1.583,242.3,17.19,1.738,13.64,-31.87,57.52
"2013-06-20 09:35:00",7141,1.234,237.4,17.05,1.744,13.31,-78.32,57.26
"2013-06-20 09:40:00",7142,0.942,189.2,33.96,1.81,12.87,-61.94,61.41
"2013-06-20 09:45:00",7143,0.798,154.4,41.18,1.375,12.67,-56.55,62.64
"2013-06-20 09:50:00",7144,0.678,170.5,45.45,1.101,12.48,-11.83,66.51
"2013-06-20 09:55:00",7145,1.465,198.2,21.55,2.189,12.32,-19.28,66.27
"2013-06-20 10:00:00",7146,2.887,204.2,8.5,3.695,12.19,-43.94,66.46
"2013-06-20 10:05:00",7147,3.358,214.9,8.62,4.002,12.04,-65.4,66.13
"2013-06-20 10:10:00",7148,3.536,211.6,11.05,4.655,11.79,-49.94,67.74
"2013-06-20 10:15:00",7149,2.808,207.5,10.09,4.139,11.75,-3.353,69.15
"2013-06-20 10:20:00",7150,2.153,201.6,10.57,2.878,11.96,58.68,69.52
"2013-06-20 10:25:00",7151,2.423,187.4,13.46,2.819,12.39,89.8,68.2
"2013-06-20 10:30:00",7152,3.15,207.7,10.22,3.9,12.6,102.3,67.28
"2013-06-20 10:35:00",7153,2.932,199.8,10.34,3.972,12.8,129.9,66.64
"2013-06-20 10:40:00",7154,3.162,208.2,8.76,3.927,13.17,140.3,64.42
"2013-06-20 10:45:00",7155,2.877,213.8,6.839,3.884,13.35,214.7,63.92
"2013-06-20 10:50:00",7156,2.258,223.6,12.67,2.888,13.66,204.2,63.09
"2013-06-20 10:55:00",7157,1.261,233.8,37.28,2.476,14.22,201.5,61.48
"2013-06-20 11:00:00",7158,1.977,195.9,12.31,2.486,14.46,310.1,62.31
"2013-06-20 11:05:00",7159,1.906,201.8,19.27,2.62,14.8,218,59.39
"2013-06-20 11:10:00",7160,1.024,186.8,28.01,1.575,15.45,351.3,58.9
"2013-06-20 11:15:00",7161,1.348,198.2,25.92,2.107,15.92,407.4,57.51
"2013-06-20 11:20:00",7162,1.027,166.9,47.3,1.571,16.46,297.3,55.96
"2013-06-20 11:25:00",7163,1.132,263.7,13.41,2.035,16.43,363.7,54.11
"2013-06-20 11:30:00",7164,2.571,261.1,14.6,2.904,15.55,357.5,56.69
"2013-06-20 11:35:00",7165,2.116,253.2,21.59,2.679,15.53,461.8,57.46
"2013-06-20 11:40:00",7166,2.179,243.2,19.4,2.943,15.75,459.9,56.12
"2013-06-20 11:45:00",7167,1.703,242.2,16.75,2.117,16.27,484.4,55.09
"2013-06-20 11:50:00",7168,1.869,251,17.65,2.234,16.75,496.9,53.5
"2013-06-20 11:55:00",7169,2.479,273.9,16.54,2.927,16.42,477.4,53.63
"2013-06-20 12:00:00",7170,1.937,258.5,20.79,2.427,16.31,360,53.68
"2013-06-20 12:05:00",7171,1.471,272.9,15.17,2.117,16.51,332.4,52.79
"2013-06-20 12:10:00",7172,1.892,285.6,10.23,2.247,16.3,446.9,52.21
"2013-06-20 12:15:00",7173,1.549,274.3,16.54,1.882,16.72,380.6,52.78
"2013-06-20 12:20:00",7174,1.736,268.3,13.84,2.176,17.07,329,51.16
"2013-06-20 12:25:00",7175,1.906,254.3,18.17,2.264,17.05,385,51.74
"2013-06-20 12:30:00",7176,2.223,256,12.85,2.943,17.19,283.2,51.44
"2013-06-20 12:35:00",7177,2.418,256.8,13.65,2.907,16.52,263,54.13
"2013-06-20 12:40:00",7178,2.233,245.7,11.71,2.685,16.3,207.9,55.66
"2013-06-20 12:45:00",7179,2.638,240,12.4,3.757,16.21,212.1,55.09
"2013-06-20 12:50:00",7180,3.04,239.3,13.99,3.838,16.11,229.4,54.01
"2013-06-20 12:55:00",7181,2.846,231,7.774,3.178,16.38,225.9,52.84
"2013-06-20 13:00:00",7182,2.827,234.5,8.4,3.365,16.54,255.7,52.61
"2013-06-20 13:05:00",7183,2.741,227.2,12.35,3.561,16.86,242.1,50.52
"2013-06-20 13:10:00",7184,2.597,230.9,11.7,3.198,16.93,205.6,49.41
"2013-06-20 13:15:00",7185,2.488,217.1,9.9,3.045,17,150.9,50.15
"2013-06-20 13:20:00",7186,2.812,226.6,12.34,3.495,16.89,178.7,49.22
"2013-06-20 13:25:00",7187,2.832,218.4,12.61,3.652,16.92,196,48.79
"2013-06-20 13:30:00",7188,2.746,211.9,15.2,3.335,17.02,210.8,49.11
"2013-06-20 13:35:00",7189,3.046,217.3,10.03,3.717,17.19,281.4,48.34
"2013-06-20 13:40:00",7190,3.133,214,10.69,3.874,17.45,272.2,47.63
"2013-06-20 13:45:00",7191,1.777,192.6,17.75,2.486,17.8,260.8,46.84
"2013-06-20 13:50:00",7192,1.089,217.3,22.59,1.797,18.15,232.9,45.38
"2013-06-20 13:55:00",7193,2.478,225.7,14.93,3.094,18.11,201.1,45.36
"2013-06-20 14:00:00",7194,2.334,224.5,12.68,3.616,17.66,176.4,46.86
"2013-06-20 14:05:00",7195,2.806,243,11.21,3.541,17.53,187.1,46.92
"2013-06-20 14:10:00",7196,3.11,252.6,13.61,4.263,17.7,222.3,46.09
"2013-06-20 14:15:00",7197,2.77,258.6,16.04,3.724,17.72,241.5,44.78
"2013-06-20 14:20:00",7198,3.074,251.6,11.86,4.312,17.9,195.4,43.35
"2013-06-20 14:25:00",7199,2.757,218.4,17.56,3.897,17.78,166,44.76
"2013-06-20 14:30:00",7200,2.388,247.6,43.8,4.021,17.67,161.7,44.83
"2013-06-20 14:35:00",7201,3.358,234.7,34.82,4.635,17.31,185.6,44.8
"2013-06-20 14:40:00",7202,3.001,246.8,38.3,4.72,17.4,200.4,44.43
"2013-06-20 14:45:00",7203,4.19,246.7,11.76,5.37,16.59,196.4,48.12
"2013-06-20 14:50:00",7204,3.958,243.2,13.49,4.946,16.25,222.3,50.04
"2013-06-20 14:55:00",7205,3.764,256,23.06,4.89,16.33,296.8,50.77
"2013-06-20 15:00:00",7206,3.62,262.1,19.61,5.514,16.92,681.3,50.29
"2013-06-20 15:05:00",7207,3.756,246.3,17.94,4.599,17.97,689.6,47.33
"2013-06-20 15:10:00",7208,3.803,244,9.32,4.655,18.5,731,46.04
"2013-06-20 15:15:00",7209,4.022,241.5,8.5,5.044,18.62,544.8,45.97
"2013-06-20 15:20:00",7210,3.104,245.1,19.01,3.633,18.12,181.2,47.35
"2013-06-20 15:25:00",7211,3.671,230.1,17.54,5.109,17.76,186.3,47.04
"2013-06-20 15:30:00",7212,2.169,230.8,15.7,3.185,17.73,201.2,48.53
"2013-06-20 15:35:00",7213,2.242,233.5,16.35,3.218,17.92,202,48.41
"2013-06-20 15:40:00",7214,1.981,228.5,15.83,2.947,17.97,201.2,49.31
"2013-06-20 15:45:00",7215,3.086,217.9,20.12,3.606,17.94,223.2,49.88
"2013-06-20 15:50:00",7216,2.696,217.6,16.71,3.446,17.74,239,51.48
"2013-06-20 15:55:00",7217,2.541,220.9,17.85,4.119,17.61,257,51.46
"2013-06-20 16:00:00",7218,3.528,227.5,11.83,4.495,17.14,259.4,50.63
"2013-06-20 16:05:00",7219,3.587,241.4,13.2,4.681,17.1,233,50.49
"2013-06-20 16:10:00",7220,3.179,243.3,13.12,3.704,16.63,221.4,52.22
"2013-06-20 16:15:00",7221,3.02,243.2,14.69,3.721,16.51,216.2,53.01
"2013-06-20 16:20:00",7222,3.91,230.5,16.92,4.962,17,220.5,51.51
"2013-06-20 16:25:00",7223,3.22,235.7,16.88,4.113,16.72,285.5,53.18
"2013-06-20 16:30:00",7224,3.55,243.3,12.02,4.449,16.61,258.6,53.73
"2013-06-20 16:35:00",7225,3.075,235.1,16.84,3.691,16.52,223.3,54.09
"2013-06-20 16:40:00",7226,3.117,247.6,11.98,3.682,16.56,207.5,54.44
"2013-06-20 16:45:00",7227,3.862,250.3,9.09,5.018,16.64,173.5,53.85
"2013-06-20 16:50:00",7228,3.426,240.1,10.41,3.897,16.24,163.8,55.26
"2013-06-20 16:55:00",7229,3.204,243.8,7.335,3.806,16.2,152.3,55.3
"2013-06-20 17:00:00",7230,3.402,256.3,19.19,4.642,16.18,149.9,55.4
"2013-06-20 17:05:00",7231,3.077,247.5,6.989,3.832,16.45,161.2,54.48
"2013-06-20 17:10:00",7232,3.534,244.3,20.31,4.067,16.49,168.9,54.56
"2013-06-20 17:15:00",7233,3.185,223.3,17.55,3.884,16.39,195,55.05
"2013-06-20 17:20:00",7234,2.973,240.4,10.67,3.766,16.68,186.1,54.18
"2013-06-20 17:25:00",7235,2.533,232.4,14.05,3.528,16.88,160,54.49
"2013-06-20 17:30:00",7236,2.366,230.9,11.55,2.96,17.23,174.8,53.76
"2013-06-20 17:35:00",7237,2.273,227.2,15.62,3.45,17.41,168.8,53.54
"2013-06-20 17:40:00",7238,3.324,242.3,8,3.923,17.27,170.6,52.38
"2013-06-20 17:45:00",7239,3.023,242.6,12.27,3.528,17.12,152.8,52.36
"2013-06-20 17:50:00",7240,3.006,233.6,10.37,3.913,16.63,118.5,54.4
"2013-06-20 17:55:00",7241,2.514,242.7,14.65,3.247,16.71,88,53.51
"2013-06-20 18:00:00",7242,1.352,193.3,36.85,2.084,16.69,85.7,53.61
"2013-06-20 18:05:00",7243,1.332,217.3,11.61,2.332,16.81,80.1,54.39
"2013-06-20 18:10:00",7244,2.887,245.1,14.69,3.508,16.26,79.08,55.32
"2013-06-20 18:15:00",7245,2.108,243.3,9.29,2.842,16.49,80.4,54.62
"2013-06-20 18:20:00",7246,2.547,228.8,14.96,3.015,16.38,89.5,54.74
"2013-06-20 18:25:00",7247,3.096,229.4,12.83,3.949,16.4,97.3,54.29
"2013-06-20 18:30:00",7248,3.045,238.1,13.52,3.662,16.51,108,53.95
"2013-06-20 18:35:00",7249,2.752,240.4,12.23,4.028,16.46,104.7,54.42
"2013-06-20 18:40:00",7250,2.418,229.2,9.37,2.969,16.46,112.6,53.96
"2013-06-20 18:45:00",7251,2.594,235,16.32,3.25,16.39,118.1,54.45
"2013-06-20 18:50:00",7252,2.344,236.7,18.69,2.708,16.82,112,53.36
"2013-06-20 18:55:00",7253,2.654,243.4,12.17,3.682,16.86,108.2,54.18
"2013-06-20 19:00:00",7254,2.334,257.7,16.65,3.463,17.28,109.7,52.92
"2013-06-20 19:05:00",7255,2.297,252.1,15.51,3.401,16.9,113.8,54.7
