"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_May2013.CR1","36023","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2013-05-27 16:35:00",313,1.271,4.07,13.35,1.578,17.08,403,30.21
"2013-05-27 16:40:00",314,1.525,9.26,7.015,1.751,17.99,251.1,26.67
"2013-05-27 16:45:00",315,1.615,16.35,10.29,1.882,17.85,386.4,27.22
"2013-05-27 16:50:00",316,1.626,15.99,9.62,1.947,17.58,195,27.41
"2013-05-27 16:55:00",317,1.476,13.53,7.996,1.878,17.77,257.1,28.7
"2013-05-27 17:00:00",318,1.72,16.9,15.03,2.078,18.34,155.8,28.35
"2013-05-27 17:05:00",319,1.229,24.03,9.99,1.735,19.16,144.8,28.21
"2013-05-27 17:10:00",320,1.373,17.91,14.15,1.82,19.95,144.5,25.11
"2013-05-27 17:15:00",321,1.429,349.6,24.15,1.659,20.17,141.8,24.31
"2013-05-27 17:20:00",322,1.155,330,13,1.503,19.44,150.4,25.16
"2013-05-27 17:25:00",323,1.042,318.3,9.83,1.245,17.2,156.4,27.86
"2013-05-27 17:30:00",324,0.984,320.4,18.13,1.274,14.8,150.4,31.27
"2013-05-27 17:35:00",325,0.586,303.2,27.25,0.777,14.04,131.8,32.24
"2013-05-27 17:40:00",326,0.162,307.2,13.99,0.451,14.15,81.7,32.54
"2013-05-27 17:45:00",327,0.561,310.7,8.21,0.742,14.62,60.71,32.15
"2013-05-27 17:50:00",328,0.401,318.5,7.455,0.653,14.87,98.6,32.54
"2013-05-27 17:55:00",329,0.198,318.9,19,0.415,15.95,357,31.52
"2013-05-27 18:00:00",330,0.735,314.1,20.28,1.467,18.19,385.8,25.74
"2013-05-27 18:05:00",331,1.402,305.4,9.36,1.833,19,365.7,23.47
"2013-05-27 18:10:00",332,1.545,312.6,6.436,1.761,18.83,329.3,23.32
"2013-05-27 18:15:00",333,1.431,283.9,10.87,1.98,18.76,305.2,24.35
"2013-05-27 18:20:00",334,1.408,282.6,19.3,1.712,18.65,311.4,24.91
"2013-05-27 18:25:00",335,1.181,326.7,20.07,1.503,18.61,297.3,24.95
"2013-05-27 18:30:00",336,1.306,9.04,18.03,1.571,17.81,313.1,26.57
"2013-05-27 18:35:00",337,1.259,347.6,27.43,1.8,17.45,314.9,27.15
"2013-05-27 18:40:00",338,1.496,354.3,15.4,2.038,17.49,225.6,27.28
"2013-05-27 18:45:00",339,1.724,352.9,14.74,2.117,17.44,248.6,27.93
"2013-05-27 18:50:00",340,1.704,1.587,33.39,2.016,17.9,359.8,28.05
"2013-05-27 18:55:00",341,1.851,355.9,12.12,2.342,18.36,269.7,26.65
"2013-05-27 19:00:00",342,1.804,354.1,11.68,2.097,18.49,275.3,26.3
"2013-05-27 19:05:00",343,1.426,10.5,18.13,1.888,18.82,100.2,26.42
"2013-05-27 19:10:00",344,1.068,27.44,14.17,1.392,18.41,58.72,27.19
"2013-05-27 19:15:00",345,0.783,43.41,16.11,1.186,18.24,53.04,28.19
"2013-05-27 19:20:00",346,0.919,74.2,9.38,1.065,18.4,49.39,27.53
"2013-05-27 19:25:00",347,0.745,78.28,12.03,0.957,18.77,39.22,25.98
"2013-05-27 19:30:00",348,1.375,92.5,10.16,1.986,19.42,24.2,24.89
"2013-05-27 19:35:00",349,0.268,86,58.95,0.836,20.13,19.05,22.48
"2013-05-27 19:40:00",350,0.899,259,14.29,1.473,20.46,18.85,22.22
"2013-05-27 19:45:00",351,1.741,356.4,48.45,3.051,20.02,20.5,22.92
"2013-05-27 19:50:00",352,1.713,26.53,11.92,2.251,18.44,32.72,25.06
"2013-05-27 19:55:00",353,1.143,39.12,10.25,1.751,18.53,43.2,26.37
"2013-05-27 20:00:00",354,1.047,49.05,12.25,1.637,18.77,50.74,27.6
"2013-05-27 20:05:00",355,1.054,8.55,30.65,1.45,19.6,56.14,25.08
"2013-05-27 20:10:00",356,0.884,11.41,11.15,1.326,20.44,62.64,22.36
"2013-05-27 20:15:00",357,0.948,333.8,20.25,2.293,20.82,96.4,22.47
"2013-05-27 20:20:00",358,1.509,322.4,9.18,1.875,17.68,125.1,26.49
"2013-05-27 20:25:00",359,1.409,318.4,8.04,2.016,14.36,89.5,32.52
"2013-05-27 20:30:00",360,0.356,323.7,33.68,1.045,13.07,40.85,36.47
"2013-05-27 20:35:00",361,0.245,337.5,29.7,0.777,12.98,9.49,36.99
"2013-05-27 20:40:00",362,0.352,16.47,15.06,0.751,12.74,-6.268,38.17
"2013-05-27 20:45:00",363,0.037,35.18,10.16,0.235,12.61,-7.536,39.63
"2013-05-27 20:50:00",364,0.716,55.66,17.24,0.843,12.8,-16.6,41.48
"2013-05-27 20:55:00",365,0.555,117.1,20.39,0.826,12.93,-21.34,40.25
"2013-05-27 21:00:00",366,0.627,160.8,21.99,0.866,13.29,-16.06,39.47
"2013-05-27 21:05:00",367,0,0,0,0,13.72,-9.09,39.38
"2013-05-27 21:10:00",368,0.168,107.1,20.43,0.735,14.12,4.67,39.11
"2013-05-27 21:15:00",369,0.512,56.29,11.59,0.804,14.54,11.14,39.24
"2013-05-27 21:20:00",370,0.409,81.4,20.25,0.758,14.87,18.2,38.09
"2013-05-27 21:25:00",371,0.148,119.2,27.96,0.294,15.35,22.57,37.98
"2013-05-27 21:30:00",372,0.451,73.42,10.47,0.748,15.77,17.39,39.1
"2013-05-27 21:35:00",373,0.364,22.41,8.07,0.8,15.9,9.11,37.68
"2013-05-27 21:40:00",374,0.167,67.14,11.86,0.363,15.94,0.66,37.19
"2013-05-27 21:45:00",375,0.086,90.3,6.907,0.32,16.05,-5.204,37.35
"2013-05-27 21:50:00",376,0.21,63.85,16.8,0.405,16.02,-7.666,40.11
"2013-05-27 21:55:00",377,0.122,182.4,8.93,0.434,15.88,-8.66,41.51
"2013-05-27 22:00:00",378,0.022,165.7,2.975,0.209,15.83,-10.33,41.91
"2013-05-27 22:05:00",379,0.034,303.9,4.162,0.203,15.72,-12.69,39.32
"2013-05-27 22:10:00",380,0,0,0,0,15.83,-14.67,36.45
"2013-05-27 22:15:00",381,0,0,0,0,15.79,-16.96,41.22
"2013-05-27 22:20:00",382,0.093,121.9,21.46,0.372,15.75,-18.25,42
"2013-05-27 22:25:00",383,0.093,81.8,1.245,0.653,15.52,-21.5,44.97
"2013-05-27 22:30:00",384,0.355,95.1,17.73,0.879,14.93,-25.69,47.87
"2013-05-27 22:35:00",385,0.096,112.5,1.959,0.418,14.45,-27.37,50.67
"2013-05-27 22:40:00",386,0.139,134.7,40.98,0.336,14.1,-28.69,50.48
"2013-05-27 22:45:00",387,0.07,32.1,0.228,0.392,13.89,-29.81,50.09
"2013-05-27 22:50:00",388,0.162,64.52,15.68,0.493,13.76,-27.75,51.72
"2013-05-27 22:55:00",389,0.345,75.7,23.93,0.634,13.44,-27.09,52.9
"2013-05-27 23:00:00",390,0.223,76.1,45.81,0.63,13.15,-27.91,52.79
"2013-05-27 23:05:00",391,0.71,329.3,17.39,1.931,12.92,-28.24,52.12
"2013-05-27 23:10:00",392,0.87,343.6,9.7,1.248,12.02,-28.82,49.94
"2013-05-27 23:15:00",393,0.864,332.4,18.17,1.477,11.76,-26.48,41.24
"2013-05-27 23:20:00",394,1.016,351.2,12.62,1.542,11.38,-23.79,43.05
"2013-05-27 23:25:00",395,0.897,50.54,20.82,1.179,10.39,-22.17,47.4
"2013-05-27 23:30:00",396,0.925,97.5,17.26,1.248,10.55,-19.05,49.71
"2013-05-27 23:35:00",397,0.792,144.7,26.07,1.307,11.19,-17.96,49.25
"2013-05-27 23:40:00",398,0.658,127.4,21.82,0.794,11.71,-16.15,46.34
"2013-05-27 23:45:00",399,0.619,66.17,20.21,1.003,12.36,-15.11,44.96
"2013-05-27 23:50:00",400,0.809,105.5,11.31,1,12.85,-13.31,43.55
"2013-05-27 23:55:00",401,0.935,111.7,18.66,1.134,12.89,-13.21,44.34
"2013-05-28 00:00:00",402,0.307,137.5,21.28,0.617,13.31,-25.53,44.96
"2013-05-28 00:05:00",403,0.591,286.7,41.92,1.614,13.51,-37.49,42.31
"2013-05-28 00:10:00",404,0.963,335.7,25.17,1.957,14.48,-34.95,36.76
"2013-05-28 00:15:00",405,1.445,319,19.77,2.012,12.99,-26.11,38.96
"2013-05-28 00:20:00",406,0.901,305.4,12.45,1.388,10.65,-18.75,44.66
"2013-05-28 00:25:00",407,0.651,264.4,24.06,1.3,9.92,-18.29,46.9
"2013-05-28 00:30:00",408,0.515,158,46.95,0.957,9.77,-20.17,47.06
"2013-05-28 00:35:00",409,0.481,165.4,20.39,0.657,10.08,-21.13,47.6
"2013-05-28 00:40:00",410,0.384,168.2,26.71,0.777,10.38,-20.47,46.25
"2013-05-28 00:45:00",411,0.148,151.2,3.742,0.356,10.58,-19.53,46.83
"2013-05-28 00:50:00",412,0.615,111.8,15.47,0.764,10.6,-19.08,51.56
"2013-05-28 00:55:00",413,0.133,121.2,18.07,0.709,10.5,-18.57,52.27
"2013-05-28 01:00:00",414,0.645,113,92.6,0.931,10.51,-16.87,50.62
"2013-05-28 01:05:00",415,0.923,213.8,51.1,1.836,10.97,-16.87,47.97
"2013-05-28 01:10:00",416,0.643,234.1,59.52,1.937,11.75,-17.48,45.25
"2013-05-28 01:15:00",417,0.743,248.3,77.56,1.663,11.28,-19.08,44.91
"2013-05-28 01:20:00",418,0.52,276.2,57.59,1.209,10.77,-17.55,47.33
"2013-05-28 01:25:00",419,0.654,65.08,36.34,1.526,10.42,-17.4,50.06
"2013-05-28 01:30:00",420,0.855,132.2,77.4,1.437,10.9,-15.65,47.99
"2013-05-28 01:35:00",421,0.781,236.1,48.42,1.493,11.62,-13.06,45.22
"2013-05-28 01:40:00",422,0.76,159.5,61.79,1.114,11.9,-12.2,46.33
"2013-05-28 01:45:00",423,0.431,153.5,74.38,1.045,11.84,-10.14,47.75
"2013-05-28 01:50:00",424,0.421,209.5,101.6,0.836,11.6,-8.36,50.4
"2013-05-28 01:55:00",425,0.983,37.61,82.5,2.221,10.9,-6.428,51.33
"2013-05-28 02:00:00",426,1.486,302.2,19.51,2.009,10.35,-21.32,52.48
"2013-05-28 02:05:00",427,0.893,313.4,20.66,2.649,9.89,-23.4,52.92
"2013-05-28 02:10:00",428,0.788,131.7,60.5,1.457,10.03,-18.29,53.84
"2013-05-28 02:15:00",429,0.224,234.4,60.65,0.846,10.1,-14.48,55.01
"2013-05-28 02:20:00",430,0.557,243.2,66.84,1.094,10.32,-11.21,54.55
"2013-05-28 02:25:00",431,0.788,78.07,41.33,1.202,10.5,-9.76,54.85
"2013-05-28 02:30:00",432,1.119,64.09,10.68,1.408,10.64,-10.9,55.51
"2013-05-28 02:35:00",433,0.598,62.13,12.73,0.977,10.91,-10.19,54.12
"2013-05-28 02:40:00",434,0.485,97.5,23.92,0.738,10.98,-15.53,55.77
"2013-05-28 02:45:00",435,0.613,100,14.57,0.99,10.64,-22.87,61.07
"2013-05-28 02:50:00",436,0.139,64.36,24.11,0.539,10.39,-21.55,63.08
"2013-05-28 02:55:00",437,0.397,328,38.08,0.846,10.25,-22.51,62.05
"2013-05-28 03:00:00",438,0.514,334.6,16.74,0.902,9.98,-18.9,61.44
"2013-05-28 03:05:00",439,0.416,336,20.5,0.856,9.44,-16.47,62.96
"2013-05-28 03:10:00",440,0.122,359.1,41.8,0.614,9.52,-16.39,61.56
"2013-05-28 03:15:00",441,1.052,159.3,15.09,1.196,9.83,-22.18,62.76
"2013-05-28 03:20:00",442,0.279,124.7,30.12,0.758,10.45,-20.76,61.03
"2013-05-28 03:25:00",443,0.679,64.59,20.19,1.022,10.66,-18.12,61.94
"2013-05-28 03:30:00",444,0.787,192.4,38.61,1.744,10.64,-12.55,61.57
"2013-05-28 03:35:00",445,0.904,133.3,88.2,1.45,11.11,-21.7,57.05
"2013-05-28 03:40:00",446,0.74,142.1,75.61,1.199,11.31,-52.75,59.85
"2013-05-28 03:45:00",447,0.732,260.9,54.61,1.114,11.16,-63.17,59.58
"2013-05-28 03:50:00",448,0.379,212.1,22.96,1.294,11.03,-56,61.18
"2013-05-28 03:55:00",449,0.516,75.72,89.6,1.062,10.78,-54.2,60.73
"2013-05-28 04:00:00",450,0.484,224.7,48.3,0.83,11.21,-48.46,56.65
"2013-05-28 04:05:00",451,0.845,78.72,11.98,1.205,11.01,-43.63,62.26
"2013-05-28 04:10:00",452,0.643,59.91,70.31,1.441,10.78,-43.3,63.46
"2013-05-28 04:15:00",453,0.398,238.9,17.84,0.719,10.66,-44.47,63.27
"2013-05-28 04:20:00",454,0.904,221.3,11.56,1.392,10.44,-50.9,64.06
"2013-05-28 04:25:00",455,1.414,223.9,4.969,1.659,10.61,-57.4,62.18
"2013-05-28 04:30:00",456,1.703,231.8,13.02,2.097,10.53,-59.18,61.74
"2013-05-28 04:35:00",457,2.113,248.9,13.99,2.737,10.56,-65.41,58.68
"2013-05-28 04:40:00",458,2.349,234.5,12.41,3.08,10.32,-64.11,57.2
"2013-05-28 04:45:00",459,1.315,212.7,13.74,1.558,9.83,-51.02,58.03
"2013-05-28 04:50:00",460,1.235,208.8,11.27,1.757,10.09,-44.39,58.41
"2013-05-28 04:55:00",461,1.215,216.7,9,1.944,10.74,-37.3,56.7
"2013-05-28 05:00:00",462,0.273,268,55.73,0.944,11,-27.95,56.63
"2013-05-28 05:05:00",463,0.162,206.6,53.46,1.055,11.55,-23.35,54.61
"2013-05-28 05:10:00",464,0.546,26.7,26.4,1.3,11.42,-20.41,55.37
"2013-05-28 05:15:00",465,0.809,45.49,34.4,1.372,10.94,-20.13,57.05
"2013-05-28 05:20:00",466,1.182,53.33,15.21,1.65,10.33,-20.81,61.52
"2013-05-28 05:25:00",467,0.837,79.9,11.9,1.088,10.2,-17.43,62.79
"2013-05-28 05:30:00",468,1.09,68.36,13.97,1.47,10.05,-15.65,63.39
"2013-05-28 05:35:00",469,0.763,69.35,18.42,1.15,9.79,-13.8,65.45
"2013-05-28 05:40:00",470,1.289,79.59,16.63,1.699,9.72,-12.12,64.74
"2013-05-28 05:45:00",471,0.664,53.66,18.2,1.241,9.97,-9.43,62.79
"2013-05-28 05:50:00",472,0.351,107,16.46,0.65,10.18,-7.878,62.7
"2013-05-28 05:55:00",473,0.384,123.3,18.78,0.585,10.25,-7.903,62.7
"2013-05-28 06:00:00",474,0.33,154.5,67.47,0.65,10.08,-6.303,64.07
"2013-05-28 06:05:00",475,0.782,157.2,22.66,1.173,9.87,-5.794,64.68
"2013-05-28 06:10:00",476,1.052,194.4,8.83,1.385,10.4,-4.676,62.16
"2013-05-28 06:15:00",477,0.574,142.7,38.24,1.209,10.55,-1.957,62.17
"2013-05-28 06:20:00",478,0.793,129.5,46.94,1.29,10.76,1.169,60.82
"2013-05-28 06:25:00",479,0.476,182.8,62.49,1.258,11.39,4.524,58.07
"2013-05-28 06:30:00",480,0.406,227.6,47,0.954,11.72,5.337,57.03
"2013-05-28 06:35:00",481,0.238,207,21.06,0.47,11.52,3.71,59.06
"2013-05-28 06:40:00",482,0.131,3.433,18.82,0.611,11.5,0.991,59.84
"2013-05-28 06:45:00",483,0.835,17.05,30.22,2.025,11.37,4.599,60.22
"2013-05-28 06:50:00",484,0.846,33.02,17.18,1.457,10.32,8.61,63.12
"2013-05-28 06:55:00",485,1.141,76.8,19.66,1.797,10.21,9.81,65.64
"2013-05-28 07:00:00",486,1.304,81,10.65,1.493,10.97,9.07,62.67
"2013-05-28 07:05:00",487,1.204,62.82,8.11,1.771,11.39,13.09,61.05
"2013-05-28 07:10:00",488,0.846,76.33,10.46,1.088,11.7,22.64,59.71
"2013-05-28 07:15:00",489,1.3,81.5,11.33,2.055,12.01,32.91,58.64
"2013-05-28 07:20:00",490,1.2,79.82,16.5,1.862,12.28,27.87,57.59
"2013-05-28 07:25:00",491,1.169,84.6,14.85,1.565,12.59,38.5,55.57
"2013-05-28 07:30:00",492,1.284,99.4,27.58,1.793,12.67,25.1,55.4
"2013-05-28 07:35:00",493,0.994,82,21.21,1.33,12.67,52.52,55.05
"2013-05-28 07:40:00",494,1.223,48.11,26.9,1.565,12.9,45,54.28
"2013-05-28 07:45:00",495,1.197,49.9,13.56,1.558,12.64,18.63,54.19
"2013-05-28 07:50:00",496,1.021,67.69,15.31,1.248,12.41,7.852,55.45
"2013-05-28 07:55:00",497,1.265,69.21,11.63,1.526,12.34,14.25,55.63
"2013-05-28 08:00:00",498,1.151,74.62,15.01,1.477,12.32,20.93,55.34
"2013-05-28 08:05:00",499,0.272,107.7,22.72,0.585,12.46,29.47,56.34
"2013-05-28 08:10:00",500,0.72,81.2,24.98,1.166,12.6,41.25,55.57
"2013-05-28 08:15:00",501,0.549,89.8,23.98,1.294,12.75,45.93,54.09
"2013-05-28 08:20:00",502,0.612,318.3,60.04,1.238,13.14,66.37,51.04
"2013-05-28 08:25:00",503,1.186,53.27,26.58,1.575,13.32,84,52.54
"2013-05-28 08:30:00",504,1.065,65.24,25.96,1.614,13.53,141.1,50.99
"2013-05-28 08:35:00",505,0.876,79.28,29.65,2.365,14.15,190.4,49.44
"2013-05-28 08:40:00",506,1.112,355.4,55.02,1.627,14.06,169.3,49.04
"2013-05-28 08:45:00",507,0.97,0.472,52.7,1.659,13.84,130.5,50.36
"2013-05-28 08:50:00",508,1.258,73.84,16.11,1.921,13.72,98.6,51.1
"2013-05-28 08:55:00",509,0.607,84.4,49.07,1.058,13.62,22.73,51.51
"2013-05-28 09:00:00",510,0.769,46.02,26.89,1.183,13.33,75.72,52.56
"2013-05-28 09:05:00",511,0.691,63.23,53.78,1.042,13.63,211.7,52.09
"2013-05-28 09:10:00",512,0.575,44.36,38.8,1.127,14.11,226.1,50.82
"2013-05-28 09:15:00",513,0.822,92.1,22.71,1.434,14.46,228.7,49.43
"2013-05-28 09:20:00",514,1.178,356.4,48.5,1.725,14.11,137,50.23
"2013-05-28 09:25:00",515,1.001,32.08,34.83,1.349,13.41,60.95,52.22
"2013-05-28 09:30:00",516,0.65,38.64,18.56,1.176,13.04,65.82,53.45
"2013-05-28 09:35:00",517,0.226,14.26,25.75,0.679,13.07,86.5,53.58
"2013-05-28 09:40:00",518,0.722,42.99,35.67,1.261,13.16,62.47,53.45
"2013-05-28 09:45:00",519,0.656,93.8,37.65,1.173,13.17,141.6,53.39
"2013-05-28 09:50:00",520,0.806,19.59,35.74,1.565,13.5,243.9,52.18
"2013-05-28 09:55:00",521,1.424,353.1,34.49,2.649,14.22,346.8,49.49
"2013-05-28 10:00:00",522,2.033,30.82,29.74,3.721,14.63,330,48.35
"2013-05-28 10:05:00",523,1.651,27.66,52.15,2.538,14.4,319.8,49.28
"2013-05-28 10:10:00",524,1.03,358.5,42.6,1.735,14.16,323.1,49.08
"2013-05-28 10:15:00",525,1.204,3.768,29.22,1.875,14.09,327.8,48.79
"2013-05-28 10:20:00",526,0.953,4.619,43.25,2.401,14.26,283.3,48.35
"2013-05-28 10:25:00",527,0.37,12.48,51.86,0.764,14.06,263.7,49
"2013-05-28 10:30:00",528,0.964,47.91,37.7,1.793,14.12,365.3,47.91
"2013-05-28 10:35:00",529,1.373,6.069,41.47,2.13,14.08,356.5,48.32
"2013-05-28 10:40:00",530,1.511,353.7,30.49,3.051,13.93,356.1,48.24
"2013-05-28 10:45:00",531,1.423,0.266,33.87,2.43,13.78,362.4,48.69
"2013-05-28 10:50:00",532,1.277,5.152,48.31,2.551,13.53,353.8,49.38
"2013-05-28 10:55:00",533,0.982,12.88,23.07,1.588,13.39,368.6,49.89
"2013-05-28 11:00:00",534,0.838,13.98,25.39,1.241,13.27,381.5,49.47
"2013-05-28 11:05:00",535,1.106,61.91,27.22,2.127,13.04,387.2,51.04
"2013-05-28 11:10:00",536,1.418,32.62,14.15,2.225,13.25,398.6,51.2
"2013-05-28 11:15:00",537,1.366,38.22,28.23,2.182,13.64,402.9,50.42
"2013-05-28 11:20:00",538,1.067,55.05,21.14,1.999,13.81,413.3,49.66
"2013-05-28 11:25:00",539,0.975,44.83,23.13,1.45,13.96,403.2,48.9
"2013-05-28 11:30:00",540,1.308,46.37,22.13,1.695,14.02,405.4,48.77
"2013-05-28 11:35:00",541,1.611,354.5,20.22,2.241,13.98,395.2,48.64
"2013-05-28 11:40:00",542,1.864,25.68,26.87,2.92,13.46,187.5,49.72
"2013-05-28 11:45:00",543,1.252,16.33,19.3,1.875,13.3,208.6,49.74
"2013-05-28 11:50:00",544,1.242,23.81,32.81,2.261,12.67,123.8,51.7
"2013-05-28 11:55:00",545,1.249,21,37.08,1.797,12.13,112,54.11
"2013-05-28 12:00:00",546,1.724,2.824,20.45,2.708,11.86,90,54.71
"2013-05-28 12:05:00",547,1.62,25.29,18.26,2.296,11.44,95.3,56.04
"2013-05-28 12:10:00",548,2.213,20.27,20.45,2.672,11.31,113.3,56.98
"2013-05-28 12:15:00",549,2.63,22.83,20.56,3.384,11.53,116.9,56.86
"2013-05-28 12:20:00",550,1.068,309.1,45.64,2.163,11.61,175.4,56.48
"2013-05-28 12:25:00",551,1.83,14.14,17.24,2.731,11.7,374.6,56.69
"2013-05-28 12:30:00",552,2.513,27.17,13.96,3.41,12.49,262.8,54.42
"2013-05-28 12:35:00",553,2.056,29.54,13.84,2.587,12.6,229.4,53.54
"2013-05-28 12:40:00",554,2.106,358.2,26.68,3.646,12.75,285.1,52.92
"2013-05-28 12:45:00",555,2.922,1.912,20.24,3.512,12.41,353.2,53.43
"2013-05-28 12:50:00",556,3.278,14.54,13.57,4.087,13,243.3,52.84
"2013-05-28 12:55:00",557,3.346,17.68,15.29,3.989,13.63,181.2,57.24
"2013-05-28 13:00:00",558,2.705,358.5,15.88,3.593,12.4,25.9,62.4
"2013-05-28 13:05:00",559,2.408,24.32,24.85,3.548,12.32,-18.33,61.55
"2013-05-28 13:10:00",560,2.514,57.65,13.12,4.426,12.31,-49.21,62.06
"2013-05-28 13:15:00",561,1.235,44.8,23.7,2.022,12.09,-6.831,63.3
"2013-05-28 13:20:00",562,1.044,345.9,21.08,1.529,11.79,3.453,62.04
"2013-05-28 13:25:00",563,1.751,348.9,18.88,2.597,11.47,6.247,61.72
"2013-05-28 13:30:00",564,3.255,331.6,35.31,4.939,12.74,-59.47,50.99
"2013-05-28 13:35:00",565,2.137,357.4,37.47,4.371,16.6,121.6,39.24
"2013-05-28 13:40:00",566,1.222,185.1,68.14,2.231,16.35,365.8,47.9
"2013-05-28 13:45:00",567,1.791,231,39.31,2.649,15.81,418.2,46.12
"2013-05-28 13:50:00",568,0.899,337.6,66.05,1.274,16.7,415.7,41.94
"2013-05-28 13:55:00",569,1.697,61.1,24.38,3.113,16.78,85.9,40.86
"2013-05-28 14:00:00",570,1.975,42.49,16.84,2.568,17.2,51.75,40.37
"2013-05-28 14:05:00",571,1.591,76.02,28.78,2.486,17.35,64.22,36.84
"2013-05-28 14:10:00",572,1.034,87.1,25.73,1.924,17.6,75.44,37.82
"2013-05-28 14:15:00",573,1.953,57.59,12.05,2.528,17.73,58.96,38.19
"2013-05-28 14:20:00",574,1.775,68.78,18.46,2.31,17.64,54.74,38.27
"2013-05-28 14:25:00",575,2.17,83.3,17.04,2.793,17.67,50.87,39.28
"2013-05-28 14:30:00",576,2.284,100.8,14.14,3.094,17.62,50.26,40.68
"2013-05-28 14:35:00",577,1.789,127.2,19.76,2.705,17.56,48.26,38.48
"2013-05-28 14:40:00",578,2.419,121.9,23.17,3.028,17.71,28.63,33.64
"2013-05-28 14:45:00",579,2.807,132,25.27,3.992,17.67,28.53,32.41
"2013-05-28 14:50:00",580,2.879,118.2,15.63,4.472,17.6,0.558,33.55
"2013-05-28 14:55:00",581,3.245,122.4,13.98,4.779,17.31,-12.59,34.08
"2013-05-28 15:00:00",582,3.069,137.6,27.42,4.874,17.07,-21.37,35.68
"2013-05-28 15:05:00",583,3.754,143.5,30.36,5.018,16.26,-110.9,41.63
"2013-05-28 15:10:00",584,2.815,134,14.75,3.884,15.55,-91,44.95
"2013-05-28 15:15:00",585,2.731,147.6,10.94,3.91,15.57,-36.78,42.83
"2013-05-28 15:20:00",586,1.433,113.8,37.29,1.839,15.53,-21.68,44.93
"2013-05-28 15:25:00",587,2.145,137.5,25.46,3.139,15.12,-124.3,49.69
"2013-05-28 15:30:00",588,2.954,148.1,25.98,4.41,14.67,-190.5,51.63
"2013-05-28 15:35:00",589,2.864,111.9,19.92,4.113,14.21,-160.5,55.2
"2013-05-28 15:40:00",590,2.821,89.9,18.49,3.979,13.86,-142.7,57.34
"2013-05-28 15:45:00",591,3.239,75.81,10.47,4.338,13.38,-123.5,63.13
"2013-05-28 15:50:00",592,2.504,67.54,13.71,4.835,12.83,-95.6,67.03
"2013-05-28 15:55:00",593,1.239,52.46,22.12,1.846,12.66,-60.15,68.08
"2013-05-28 16:00:00",594,1.173,357,12.94,1.437,12.57,-48.75,68.75
"2013-05-28 16:05:00",595,0.677,134.1,37.57,1.48,12.54,-36.57,66.47
"2013-05-28 16:10:00",596,0.725,358.6,31.02,1.323,12.38,-30.02,69.85
"2013-05-28 16:15:00",597,0.931,338.1,30.73,1.754,11.73,-22.65,72.85
"2013-05-28 16:20:00",598,2.312,305.1,12.49,3.303,10.1,-37.59,76
"2013-05-28 16:25:00",599,1.666,265.1,35.15,2.303,8.09,18.57,82
"2013-05-28 16:30:00",600,1.762,257.5,16.02,2.372,7.673,54.51,86.3
"2013-05-28 16:35:00",601,1.385,235.9,24.7,1.944,7.975,71.1,85.8
"2013-05-28 16:40:00",602,2.002,110.7,29.58,3.361,8.9,81.3,87.7
"2013-05-28 16:45:00",603,1.643,71.34,11.66,2.166,10.06,84,88.1
"2013-05-28 16:50:00",604,1.366,52.8,15.94,2.234,10.82,77.68,84
"2013-05-28 16:55:00",605,0.81,117.9,38.31,1.447,11.46,84.4,81.2
"2013-05-28 17:00:00",606,0.909,111.6,31.95,1.431,11.83,112.3,84
"2013-05-28 17:05:00",607,0.658,83.3,12.53,0.983,12.16,143.5,82.6
"2013-05-28 17:10:00",608,0.536,166.3,36.57,0.859,12.6,196.8,82.3
"2013-05-28 17:15:00",609,0.473,155.1,12.93,0.742,13.08,235.2,78.39
"2013-05-28 17:20:00",610,0.467,184.3,39.28,0.84,13.38,232.8,75.17
"2013-05-28 17:25:00",611,1.062,271.9,45.02,2.976,13.39,104.6,72.5
"2013-05-28 17:30:00",612,2.028,311,16.56,2.669,10.72,55.86,77.56
"2013-05-28 17:35:00",613,1.201,296.1,15.88,2.065,10.15,73.99,79.16
"2013-05-28 17:40:00",614,1.279,324.1,25.13,1.751,9.96,61.57,79.72
"2013-05-28 17:45:00",615,0.859,325.7,17.13,1.454,9.72,64.29,80.3
"2013-05-28 17:50:00",616,0.768,299,11.97,1.147,9.86,63.55,79.67
"2013-05-28 17:55:00",617,0.73,357.7,24.8,1.169,9.96,59.16,79.33
"2013-05-28 18:00:00",618,0.553,27.68,14.79,0.885,10.05,48.72,79.92
"2013-05-28 18:05:00",619,0.114,355.1,21.97,0.372,10.35,29.67,76.28
"2013-05-28 18:10:00",620,0.498,20.21,39.41,0.784,10.47,12.52,76.72
"2013-05-28 18:15:00",621,1.081,45.19,14.22,1.725,10.29,-1.143,77.03
"2013-05-28 18:20:00",622,0.561,48.77,27.91,0.849,9.53,2.87,79.12
"2013-05-28 18:25:00",623,0.649,63.32,18.49,0.892,9.32,4.801,82.5
"2013-05-28 18:30:00",624,0.544,307.7,19.41,1.049,9.39,2.134,82.4
"2013-05-28 18:35:00",625,0.191,297.5,15.47,1.091,9.42,11.61,82
